area,bathrooms,bedrooms,direction,district,front_street_length,house_type,legal_status,num_of_floor,price,project,title,url
48 m²,2,2,Tây Bắc,Quận Gò Vấp,,Nhà phố,,,"2,55 Tỷ VNĐ",,Bán gấp căn nhà vào bằng 2 hẻm 312 Quang Trung và,http://www.muabannhadat.vn/nha-ban-nha-pho-3535/ban-gap-can-nha-vao-bang-2-hem-312-quang-trung-va-7123739
56 m²,3,3,,Quận Thủ Đức,,Nhà phố,Sổ hồng,3,"2,9 Tỷ VNĐ",,"Tôi chính chủ bán gấp nhà HXH đường Ngô Chí Quốc,",http://www.muabannhadat.vn/nha-ban-nha-pho-3535/toi-chinh-chu-ban-gap-nha-hxh-duong-ngo-chi-quoc-s-7159942
80 m²,2,2,Đông Nam,Quận 12,"8,0 m",Nhà phố,Sổ hồng,1,915 Triệu VNĐ,,Nhà 4x12 Mặt Tiềntl 41 2 Pn 2wc Đường 8m Giá 915,http://www.muabannhadat.vn/nha-ban-nha-pho-3535/nha-4x12-mat-tientl-41-2-pn-2wc-duong-8m-gia-915-t-6952108
40 m²,2,3,Đông Bắc,Quận 12,"5,0 m",Nhà phố,Sổ hồng,3,"2,5 Tỷ VNĐ",,"Chính Chủ bán gấp nhà Quận 12, P. Tân Hiệp Chánh,",http://www.muabannhadat.vn/nha-ban-nha-pho-3535/chinh-chu-ban-gap-nha-quan-12-p-tan-hiep-chanh-tan-7164138
80 m²,0,2,Đông Nam,Quận 12,"6,0 m",Nhà phố,Sổ hồng,1,1 Tỷ VNĐ,,Giá Chỉ 1ty Có Ngay Nhà 4x12 1trệt 1  Lầu Hà Huy,http://www.muabannhadat.vn/nha-ban-nha-pho-3535/gia-chi-1ty-co-ngay-nha-4x12-1tret-1-lau-ha-huy-gi-6947795
80 m²,7,5,,Quận Phú Nhuận,,Nhà phố,Sổ hồng,,15 Tỷ VNĐ,,Chính chủ bán gấp Nhà hai MT ngay chợ nhỏ 107,http://www.muabannhadat.vn/nha-ban-nha-pho-3535/chinh-chu-ban-gap-nha-hai-mt-ngay-cho-nho-107-nguy-7198437
403 m²,4,3,,Quận 12,,Biệt thự/ Villa,Sổ đỏ,2,"14,5 Tỷ VNĐ",,"Bán gấp nhà Biệt thự, chính chủ, giá tốt phường",http://www.muabannhadat.vn/nha-ban-biet-thu-villa-3525/ban-gap-nha-biet-thu-chinh-chu-gia-tot-phuong-an-p-6945319
80 m²,2,3,Không xác định,Quận 12,"6,0 m",Nhà phố,Sổ hồng,2,"1,85 Tỷ VNĐ",,"Chính chủ Bán 2 Căn Nhà SHR 8.5x18m,1 Trệt 1 Lầu",http://www.muabannhadat.vn/nha-ban-nha-pho-3535/chinh-chu-ban-2-can-nha-shr-8-5x18m-1-tret-1-lau-n-7020508
120 m²,3,2,,Quận 12,"6,0 m",Nhà phố,Sổ hồng,3,"1,45 Tỷ VNĐ",,"Nhà đúc thật 3 Tấm [4x14m ] 3PN,3WC Thông Nhất-Tô",http://www.muabannhadat.vn/nha-ban-nha-pho-3535/nha-duc-that-3-tam-4x14m-3pn-3wc-thong-nhat-to-ngo-7064985
144 m²,6,5,,Quận Phú Nhuận,"12,0 m",Biệt thự/ Villa,,3,"33,5 Tỷ VNĐ",,"Bán Gấp Biệt Thự Mặt Tiền Hoa Đào, Phường 2, Quận",http://www.muabannhadat.vn/nha-ban-biet-thu-villa-3525/ban-gap-biet-thu-mat-tien-hoa-dao-phuong-2-quan-ph-7264370
105 m²,4,4,,Quận 12,"4,0 m",Nhà phố,Sổ hồng,2,"1,56 Tỷ VNĐ",,Sở hữu ngay căn nhà mới xây 2 lầu đúc 3 tấm ngay,http://www.muabannhadat.vn/nha-ban-nha-pho-3535/so-huu-ngay-can-nha-moi-xay-2-lau-duc-3-tam-ngay-d-7264124
55 m²,2,2,,Quận Thủ Đức,"5,0 m",Nhà phố,,2,"2,7 Tỷ VNĐ",,Chính chủ  bán gấp 1  căn nhà  sau chợ Đầu mối,http://www.muabannhadat.vn/nha-ban-nha-pho-3535/chinh-chu-ban-gap-1-can-nha-sau-cho-dau-moi-thu-du-7014533
140 m²,4,3,,Quận 12,"8,0 m",Nhà phố,Sổ hồng,3,"3,2 Tỷ VNĐ",,"Nhà Mặt  tiền Thạnh Lộc 49  Đường  nhựa vào 8m,",http://www.muabannhadat.vn/nha-ban-nha-pho-3535/nha-mat-tien-thanh-loc-49-duong-nhua-vao-8m-mot-tr-7263951
210 m²,4,5,Tây Nam,Quận Phú Nhuận,"3,5 m",Nhà phố,Sổ hồng,4,"8,1 Tỷ VNĐ",,"Biệt thự kiến trúc Úc full nội thất 5* 3 lầu, 5",http://www.muabannhadat.vn/nha-ban-nha-pho-3535/biet-thu-kien-truc-uc-full-noi-that-5-3-lau-5-phon-7206634
381 m²,7,6,Đông Nam,Quận 10,"20,0 m",Nhà phố,Sổ hồng,5,31 Tỷ VNĐ,,Mặt tiền đường 3 tháng 2 khu k.doanh - t.mại: Nhà,http://www.muabannhadat.vn/nha-ban-nha-pho-3535/mat-tien-duong-3-thang-2-khu-k-doanh-t-mai-nha-pho-7097108
186 m²,,4,,Quận 12,"8,0 m",Nhà phố,Sổ hồng,4,"2,65 Tỷ VNĐ",,Mở bán khu nhà phố mới xây dựng thiết kế bán cổ,http://www.muabannhadat.vn/nha-ban-nha-pho-3535/mo-ban-khu-nha-pho-moi-xay-dung-thiet-ke-ban-co-di-7248600
145 m²,3,4,Đông,Huyện Nhà Bè,"6,0 m",Nhà phố,Sổ hồng,3,"2,38 Tỷ VNĐ",,"Bán Nhà Gấp dt 3,2 x 13 xây 3 Tầng sân thượng 4PN",http://www.muabannhadat.vn/nha-ban-nha-pho-3535/ban-nha-gap-dt-3-2-x-13-xay-3-tang-san-thuong-4pn-5720416
76 m²,2,2,,Huyện Nhà Bè,"5,0 m",Nhà phố,Sổ hồng,2,"2,85 Tỷ VNĐ",,"Bán Nhà Mặt Tiền Hẻm 2295 Huỳnh Tấn Phát, Nhà Bè.",http://www.muabannhadat.vn/nha-ban-nha-pho-3535/ban-nha-mat-tien-hem-2295-huynh-tan-phat-nha-be-dt-7263109
179 m²,8,6,,Quận Gò Vấp,"20,0 m",Biệt thự/ Villa,Sổ hồng,5,14 Tỷ VNĐ,,Cần Bán Biệt Thự Phố Cao Cấp 14Tỷ. Diện Tích,http://www.muabannhadat.vn/nha-ban-biet-thu-villa-3525/can-ban-biet-thu-pho-cao-cap-14ty-dien-tich-179m2-7051516
56 m²,,3,Tây Nam,Quận 12,"8,0 m",Nhà phố,Sổ hồng,3,"3,2 Tỷ VNĐ",,"Bán nhà Mặt tiền Thạnh lộc 49, quận 12, 1 trệt 1",http://www.muabannhadat.vn/nha-ban-nha-pho-3535/ban-nha-mat-tien-thanh-loc-49-quan-12-1-tret-1-lun-7249126
190 m²,5,3,Đông Bắc,Quận Phú Nhuận,"5,0 m",Nhà phố,Sổ hồng,5,11 Tỷ VNĐ,,Vị trí đ.cấp cho chủ nhân thành đạt: Nhà 3 lầu,http://www.muabannhadat.vn/nha-ban-nha-pho-3535/vi-tri-d-cap-cho-chu-nhan-thanh-dat-nha-3-lau-4x12-7100536
64 m²,4,5,Không xác định,Quận 8,"8,0 m",Nhà phố,Sổ hồng,4,"3,59 Tỷ VNĐ",,"Nhà phố 3 Lầu,  Sân Thượng Cao Cấp 56 căn (4m X",http://www.muabannhadat.vn/nha-ban-nha-pho-3535/nha-pho-3-lau-san-thuong-cao-cap-56-can-4m-x-16m-g-6364145
180 m²,3,4,,Quận Bình Tân,,Nhà phố,,3,"3,45 Tỷ VNĐ",,"Chính Chủ Cần Bán Nhà 4x15, 3 Tấm tại Bình",http://www.muabannhadat.vn/nha-ban-nha-pho-3535/chinh-chu-can-ban-nha-4x15-3-tam-tai-binh-tan-7079806
45 m²,5,5,Đông Bắc,Quận Bình Thạnh,"4,0 m",Biệt thự/ Villa,Sổ hồng,4,"4,45 Tỷ VNĐ",,B.thự Mini 3 Lầu Tuyệt Đẹp (5mx9m) K.trúc Nga Hẻm,http://www.muabannhadat.vn/nha-ban-biet-thu-villa-3525/b-thu-mini-3-lau-tuyet-dep-5mx9m-k-truc-nga-hem-33-6283757
120 m²,4,3,,Quận 8,,Khác,,5,"1,75 Tỷ VNĐ",,Nhà phố 5 tầng cách mặt tiền đường 10m hẻm rộng,http://www.muabannhadat.vn/nha-ban-khac-3592/nha-pho-5-tang-cach-mat-tien-duong-10m-hem-rong-12-7151938
55 m²,5,5,Đông Nam,Quận Bình Thạnh,"5,0 m",Biệt thự/ Villa,Sổ hồng,4,"7,8 Tỷ VNĐ",,B.thự mini (5x11) kiến trúc Hà Lan chuẩn 5* có,http://www.muabannhadat.vn/nha-ban-biet-thu-villa-3525/b-thu-mini-5x11-kien-truc-ha-lan-chuan-5-co-gara-o-6705461
102 m²,9,10,,Quận Gò Vấp,,Nhà phố,Sổ hồng,4,"7,2 Tỷ VNĐ",,Chính chủ cần tiền bán gấp căn nhà đang có thu,http://www.muabannhadat.vn/nha-ban-nha-pho-3535/chinh-chu-can-tien-ban-gap-can-nha-dang-co-thu-nha-6930561
51 m²,1,1,Bắc,Huyện Hóc Môn,"2,0 m",Khác,Có giấy phép xây dựng,,910 Triệu VNĐ,,Kẹt tiền bán gấp nhà gần cây xăng đông thạnh (ngã,http://www.muabannhadat.vn/nha-ban-khac-3592/ket-tien-ban-gap-nha-gan-cay-xang-dong-thanh-nga-b-7201973
90 m²,2,3,Tây Nam,Huyện Nhà Bè,"6,0 m",Nhà phố,Sổ hồng,,"1,5 Tỷ VNĐ",,Bán Nhà 90m2 Trệt 1 lửng 1 lầu 3pn Hẻm Xe hơi KP7,http://www.muabannhadat.vn/nha-ban-nha-pho-3535/ban-nha-90m2-tret-1-lung-1-lau-3pn-hem-xe-hoi-kp7-7259619
125 m²,3,3,,Quận Gò Vấp,"12,0 m",Nhà phố,Sổ hồng,2,"9,7 Tỷ VNĐ",,Chính chủ bán nhà quận Gò Vấp. Diện tích:  5*24.5,http://www.muabannhadat.vn/nha-ban-nha-pho-3535/chinh-chu-ban-nha-quan-go-vap-dien-tich-524-5-m-7145730
80 m²,,15,,Quận 6,,Nhà phố,,5,"9,2 Tỷ VNĐ",,"Bán nhà trung tâm Quận 6, Tiện Kinh Doanh,",http://www.muabannhadat.vn/nha-ban-nha-pho-3535/ban-nha-trung-tam-quan-6-tien-kinh-doanh-7225633
71 m²,2,2,Tây Bắc,Quận Tân Bình,"8,0 m",Nhà phố,Sổ hồng,1,11 Tỷ VNĐ,,Nhà mặt tiền đường Nguyễn Trọng Tuyển giá còn,http://www.muabannhadat.vn/nha-ban-nha-pho-3535/nha-mat-tien-duong-nguyen-trong-tuyen-gia-con-thuo-7167827
75 m²,3,3,,Quận 12,"6,0 m",Nhà phố,Có giấy phép xây dựng,,"1,399 Tỷ VNĐ",,Bán nhà rẻ quận 12.Đúng 1.399 Tỷ Có Ngay Căn Nhà,http://www.muabannhadat.vn/nha-ban-nha-pho-3535/ban-nha-re-quan-12-dung-1-399-ty-co-ngay-can-nha-m-7260401
48 m²,3,4,,Quận 8,,Nhà phố,Sổ hồng,3,"2,65 Tỷ VNĐ",,Bán nhà phố 3 tầng cách mặt tiền Lưu Hữu Phước,http://www.muabannhadat.vn/nha-ban-nha-pho-3535/ban-nha-pho-3-tang-cach-mat-tien-luu-huu-phuoc-10m-6966165
110 m²,3,3,Đông Nam,Quận Phú Nhuận,"3,0 m",Nhà phố,Sổ hồng,3,"4,35 Tỷ VNĐ",,Nhà phố 2 lầu t.kế Châu Âu tuyệt đẹp - full nội,http://www.muabannhadat.vn/nha-ban-nha-pho-3535/nha-pho-2-lau-t-ke-chau-au-tuyet-dep-full-noi-that-7258179
228 m²,5,4,,Quận Bình Tân,"7,0 m",Nhà phố,Sổ hồng,3,"2,3 Tỷ VNĐ",,Nhà Bán Sân xe hơi 9m DT: 4m x 28m 1 trệt 3 lầu.,http://www.muabannhadat.vn/nha-ban-nha-pho-3535/nha-ban-san-xe-hoi-9m-dt-4m-x-28m-1-tret-3-lau-hem-7217707
120 m²,4,3,Đông Bắc,Quận Phú Nhuận,"3,0 m",Nhà phố,Sổ hồng,4,"4,95 Tỷ VNĐ",,Nhà 3 lầu thiết kế Singapore hẻm đẹp Phan Đình,http://www.muabannhadat.vn/nha-ban-nha-pho-3535/nha-3-lau-thiet-ke-singapore-hem-dep-phan-dinh-phu-7258257
60 m²,2,2,,Huyện Bình Chánh,"4,0 m",Nhà phố,Sổ hồng,2,580 Triệu VNĐ,,Bán 1 Khu Nhà Quốc Lộ 50 Và 1 Khu Nhà Gần Chợ,http://www.muabannhadat.vn/nha-ban-nha-pho-3535/ban-1-khu-nha-quoc-lo-50-va-1-khu-nha-gan-cho-hung-5049035
80 m²,,4,,Quận Bình Tân,"6,0 m",Nhà phố,Sổ hồng,4,"3,9 Tỷ VNĐ",,"Bán nhà hẻm 340 Lê Văn Quới, 5*16m, 4 tấm, 3,9 tỷ",http://www.muabannhadat.vn/nha-ban-nha-pho-3535/ban-nha-hem-340-le-van-quoi-516m-4-tam-3-9-ty-4057953
54 m²,5,4,Bắc,Quận Gò Vấp,"6,0 m",Nhà phố,Sổ hồng,4,"6,39 Tỷ VNĐ",,Bán nhà Full hệ thống thông minh SmartHome duy,http://www.muabannhadat.vn/nha-ban-nha-pho-3535/ban-nha-full-he-thong-thong-minh-smarthome-duy-nha-7258097
42 m²,5,5,Tây Nam,Quận 3,"6,0 m",Nhà phố,Sổ hồng,5,"15,5 Tỷ VNĐ",,"Trần Quốc Toản, P7, Q3 - Hẻm Cụt 6M, 1T+4L, DTSD",http://www.muabannhadat.vn/nha-ban-nha-pho-3535/tran-quoc-toan-p7-q3-hem-cut-6m-1t4l-dtsd-204m2-6982787
89 m²,3,5,Tây Bắc,Quận 7,"3,5 m",Nhà phố,Sổ hồng,3,"6,45 Tỷ VNĐ",,Bán Nhà Đẹp DT 5mx18m Thoáng Mát,http://www.muabannhadat.vn/nha-ban-nha-pho-3535/ban-nha-dep-dt-5mx18m-thoang-mat-7150020
218 m²,5,4,,Quận Bình Tân,"6,0 m",Nhà phố,Sổ hồng,3,"2,2 Tỷ VNĐ",,Nhà Bán Chính Chủ [ 4m x 18m ] 1trệt 3 lầu .Hẻm,http://www.muabannhadat.vn/nha-ban-nha-pho-3535/nha-ban-chinh-chu-4m-x-18m-1tret-3-lau-hem-6m-thon-7223840
86 m²,3,2,Đông Nam,Quận 12,"3,5 m",Nhà phố,Sổ hồng,1,"2,22 Tỷ VNĐ",,"HOT nhất chỉ trong tháng 5,80m2 ở Ngã Tư Ga chỉ",http://www.muabannhadat.vn/nha-ban-nha-pho-3535/hot-nhat-chi-trong-thang-5-80m2-o-nga-tu-ga-chi-21-5352144
56 m²,6,5,,Quận Gò Vấp,"5,0 m",Nhà phố,Sổ hồng,5,"5,8 Tỷ VNĐ",,Nhà Phố 1 trệt 1 lửng 3 lầu sát PVC DT 4m x 14m,http://www.muabannhadat.vn/nha-ban-nha-pho-3535/nha-pho-1-tret-1-lung-3-lau-sat-pvc-dt-4m-x-14m-gi-7257222
50 m²,5,4,,Quận Bình Thạnh,"6,0 m",Nhà phố,Sổ hồng,4,7 Tỷ VNĐ,,"Bán gấp nhà 2 mặt tiền hẻm xe hơi Hoàng Hoa Thám,",http://www.muabannhadat.vn/nha-ban-nha-pho-3535/ban-gap-nha-2-mat-tien-hem-xe-hoi-hoang-hoa-tham-p-7257097
410 m²,,20,Đông,Quận 2,"12,0 m",Khác,Sổ hồng,,12 Tỷ VNĐ,,Bán Nhà Đất Mt Nguyễn Đôn Tiết 410m2 Giá 12,http://www.muabannhadat.vn/nha-ban-khac-3592/ban-nha-dat-mt-nguyen-don-tiet-410m2-gia-12-ti-7232274
190 m²,4,4,,Quận 8,,Nhà phố,Sổ hồng,3,"3,15 Tỷ VNĐ",,Bán dãy phố 3 tầng 4x16 gần Metro Bình Phú giá,http://www.muabannhadat.vn/nha-ban-nha-pho-3535/ban-day-pho-3-tang-4x16-gan-metro-binh-phu-gia-chi-6895071
68 m²,2,2,,Huyện Bình Chánh,"3,0 m",Nhà phố,Sổ hồng,1,"1,3 Tỷ VNĐ",,"Nhà 68m,shr,2pn,2wc,chính Chủ, 1 Lầu , Mới",http://www.muabannhadat.vn/nha-ban-nha-pho-3535/nha-68m-shr-2pn-2wc-chinh-chu-1-lau-moi-100-hoa-ho-6105974
69 m²,1,2,Đông Nam,Quận 9,"6,0 m",Nhà phố,Sổ hồng,1,"4,35 Tỷ VNĐ",,"Nhà 1 trệt 1 lầu , 2PN, 1PK, 3 phòng trọ. Đường",http://www.muabannhadat.vn/nha-ban-nha-pho-3535/nha-1-tret-1-lau-2pn-1pk-3-phong-tro-duong-so-8-ta-7257331
256 m²,3,5,Không xác định,Quận 8,"8,0 m",Nhà phố,Sổ hồng,4,"3,59 Tỷ VNĐ",,"Bán dãy nhà phố 3 lầu ,sân thượng  56 căn mới xây",http://www.muabannhadat.vn/nha-ban-nha-pho-3535/ban-day-nha-pho-3-lau-san-thuong-56-can-moi-xay-ng-3922345
80 m²,7,5,,Quận Bình Tân,,Nhà phố,Sổ hồng,4,"7,9 Tỷ VNĐ",,Bán Nhà Đường 53b-phường Tân Tạo-quận Bình,http://www.muabannhadat.vn/nha-ban-nha-pho-3535/ban-nha-duong-53b-phuong-tan-tao-quan-binh-tan-7166624
58 m²,5,4,Đông Bắc,Quận 2,"12,0 m",Nhà phố,Sổ hồng,4,"5,65 Tỷ VNĐ",,Nhà Mt Nguyễn Trung Nguyệt Trệt Lững 3 Lầu,http://www.muabannhadat.vn/nha-ban-nha-pho-3535/nha-mt-nguyen-trung-nguyet-tret-lung-3-lau-5t650-7232260
80 m²,5,4,,Huyện Nhà Bè,"6,0 m",Nhà phố,Sổ hồng,3,"3,5 Tỷ VNĐ",,"Chính chủ Cần Bán Nhà Hẻm 1942 Huỳnh Tấn Phát,DT",http://www.muabannhadat.vn/nha-ban-nha-pho-3535/chinh-chu-can-ban-nha-hem-1942-huynh-tan-phat-dt-5-7254719
48 m²,2,2,Đông Nam,Huyện Củ Chi,"4,0 m",Nhà phố,Có giấy phép xây dựng,1,850 Triệu VNĐ,,Nhà Phố Cần Bán Gấp.ngay Trường Học Bình Mỹ.giá :,http://www.muabannhadat.vn/nha-ban-nha-pho-3535/nha-pho-can-ban-gap-ngay-truong-hoc-binh-my-gia-85-6955697
58 m²,5,5,Không xác định,Quận Gò Vấp,"8,0 m",Nhà phố,Sổ hồng,3,"4,55 Tỷ VNĐ",,Chình Chủ Cần Bán Nhà Địa Chỉ 269/96 P.14 Phan,http://www.muabannhadat.vn/nha-ban-nha-pho-3535/chinh-chu-can-ban-nha-dia-chi-269-96-p-14-phan-huy-7254744
160 m²,5,3,Đông,Quận Phú Nhuận,"4,5 m",Nhà phố,Sổ hồng,4,"6,25 Tỷ VNĐ",,Nhà phố 4 lầu mới 100% t.kế cổ điển Ý tuyệt đẹp,http://www.muabannhadat.vn/nha-ban-nha-pho-3535/nha-pho-4-lau-moi-100-t-ke-co-dien-y-tuyet-dep-noi-6513356
190 m²,4,4,Đông Bắc,Quận Bình Thạnh,"4,5 m",Nhà phố,Sổ hồng,4,7 Tỷ VNĐ,,"Nhà 3 lầu (4,5m x 12,5m) t.kế Châu Âu chuẩn 5*",http://www.muabannhadat.vn/nha-ban-nha-pho-3535/nha-3-lau-4-5m-x-12-5m-t-ke-chau-au-chuan-5-hem-ot-7256029
150 m²,3,5,Tây Bắc,Huyện Nhà Bè,"7,0 m",Nhà phố,Sổ hồng,4,"2,1 Tỷ VNĐ",,"Nhà Có Sân Thượng 2 Lầu Bao Đẹp - 3,4m X12 -",http://www.muabannhadat.vn/nha-ban-nha-pho-3535/nha-co-san-thuong-2-lau-bao-dep-3-4m-x12-huynh-tan-7179395
56 m²,5,4,Tây Bắc,Quận 2,"8,0 m",Nhà phố,Sổ hồng,3,"4,9 Tỷ VNĐ",,"Bán Nhà (56m), 1 trệt,  2 lầu, ST, 4PN, đường",http://www.muabannhadat.vn/nha-ban-nha-pho-3535/ban-nha-56m-1-tret-2-lau-st-4pn-duong-truoc-nha-8m-7253190
75 m²,3,3,Không xác định,Quận Gò Vấp,"10,0 m",Nhà phố,Sổ hồng,3,"1,35 Tỷ VNĐ",,"Bán nhà 1 trệt 2 lầu, Đầu tư giá F1 lợi nhuận cam",http://www.muabannhadat.vn/nha-ban-nha-pho-3535/ban-nha-1-tret-2-lau-dau-tu-gia-f1-loi-nhuan-cam-k-7207668
56 m²,5,4,,Quận Thủ Đức,,Nhà phố,,3,4 Tỷ VNĐ,,"Nhà Phố Thủ Đức Nhận Nhà Ở Ngay 1 Trệt 3 Lầu, Sổ",http://www.muabannhadat.vn/nha-ban-nha-pho-3535/nha-pho-thu-duc-nhan-nha-o-ngay-1-tret-3-lau-so-ho-7227069
64 m²,3,4,,Quận Bình Tân,"8,0 m",Nhà phố,Sổ hồng,3,"4,3 Tỷ VNĐ",,Bán gấp nhà 1 sẹt lê văn quới hoa hồng,http://www.muabannhadat.vn/nha-ban-nha-pho-3535/ban-gap-nha-1-set-le-van-quoi-hoa-hong-2-7197211
54 m²,2,2,Đông Nam,Quận Bình Tân,"6,0 m",Nhà phố,,1,"1,56 Tỷ VNĐ",,Nhà bán chính,http://www.muabannhadat.vn/nha-ban-nha-pho-3535/nha-ban-chinh-chu-7210975
218 m²,5,4,,Quận Bình Tân,"6,0 m",Nhà phố,Sổ hồng,3,"2,5 Tỷ VNĐ",,Nhà Bán Sân xe hơi 10m DT: 4m x 28m 1 trệt 3 lầu.,http://www.muabannhadat.vn/nha-ban-nha-pho-3535/nha-ban-san-xe-hoi-10m-dt-4m-x-28m-1-tret-3-lau-he-7245276
218 m²,5,4,,Quận Bình Tân,"7,0 m",Nhà phố,Sổ hồng,3,"2,2 Tỷ VNĐ",,Chính Chủ Bán Nhà  [ 4m x 18m ] 1trệt 3 lầu .Hẻm,http://www.muabannhadat.vn/nha-ban-nha-pho-3535/chinh-chu-ban-nha-4m-x-18m-1tret-3-lau-hem-6m-thon-7245034
50 m²,3,4,Không xác định,Quận 8,"6,0 m",Nhà phố,Sổ hồng,3,"3,59 Tỷ VNĐ",,Bán gấp nhà phố 3 tầng cạnh Võ Văn Kiệt - An,http://www.muabannhadat.vn/nha-ban-nha-pho-3535/ban-gap-nha-pho-3-tang-canh-vo-van-kiet-an-duong-v-6964628
65 m²,4,5,Tây Bắc,Quận Thủ Đức,"5,0 m",Nhà phố,Sổ hồng,3,"4,3 Tỷ VNĐ",,"Cần bán nhanh căn nhà đường 30, Linh Đông, kế bên",http://www.muabannhadat.vn/nha-ban-nha-pho-3535/can-ban-nhanh-can-nha-duong-30-linh-dong-ke-ben-ch-7235832
105 m²,3,3,Tây Bắc,Quận Gò Vấp,"20,0 m",Nhà phố,Sổ hồng,2,15 Tỷ VNĐ,,Nhà biệt thự mini mặt tiền số 44 Phạm Huy Thông Q,http://www.muabannhadat.vn/nha-ban-nha-pho-3535/nha-biet-thu-mini-mat-tien-so-44-pham-huy-thong-q-6324976
80 m²,5,4,,Quận 7,"16,0 m",Nhà phố,Sổ hồng,3,"7,49 Tỷ VNĐ",,"Bán Gấp Nhà 3 Lầu MT Đường Số 16m Phạm Hữu Lầu,",http://www.muabannhadat.vn/nha-ban-nha-pho-3535/ban-gap-nha-3-lau-mt-duong-so-16m-pham-huu-lau-phu-7252481
177 m²,4,5,Không xác định,Quận 9,"14,0 m",Biệt thự/ Villa,Sổ hồng,3,12 Tỷ VNĐ,,"Cần bán lại biệt thự song lập Villa Park quận 9,",http://www.muabannhadat.vn/nha-ban-biet-thu-villa-3525/can-ban-lai-biet-thu-song-lap-villa-park-quan-9-vi-4932785
240 m²,3,3,Không xác định,Huyện Hóc Môn,"50,0 m",Nhà phố,Sổ hồng,1,17 Tỷ VNĐ,,Định Cư Nước Ngoài Cần Bán Gấp Nhà Mặt Tiền Chính,http://www.muabannhadat.vn/nha-ban-nha-pho-3535/dinh-cu-nuoc-ngoai-can-ban-gap-nha-mat-tien-chinh-7242596
195 m²,2,5,,Quận Bình Thạnh,,Nhà phố,Sổ hồng,2,12 Tỷ VNĐ,,"Chính chủ bán nhà đường Võ Duy Ninh, P.22, Bình",http://www.muabannhadat.vn/nha-ban-nha-pho-3535/chinh-chu-ban-nha-duong-vo-duy-ninh-p-22-binh-than-7106701
40 m²,3,3,Tây Nam,Quận 8,"5,0 m",Nhà phố,Sổ hồng,2,"2,98 Tỷ VNĐ",,"Chính chủ cần tiền làm ăn, bán gấp nhà Đường Lưu",http://www.muabannhadat.vn/nha-ban-nha-pho-3535/chinh-chu-can-tien-lam-an-ban-gap-nha-duong-luu-hu-5707893
113 m²,5,4,Đông Nam,Quận 12,"14,0 m",Nhà phố,Sổ hồng,3,"9,2 Tỷ VNĐ",,"Cần Bán Gấp Nhà Đúc 3,5 Tấm DT: 112,5m2",http://www.muabannhadat.vn/nha-ban-nha-pho-3535/can-ban-gap-nha-duc-3-5-tam-dt-112-5m2-q12-7102865
39 m²,3,4,Đông,Quận 8,,Nhà phố,Sổ hồng,2,"2,6 Tỷ VNĐ",,"Chính chủ Bán nhà Lưu Hữu Phước, P15 ,quận 8,",http://www.muabannhadat.vn/nha-ban-nha-pho-3535/chinh-chu-ban-nha-luu-huu-phuoc-p15-quan-8-39m2-sh-7250178
42 m²,3,4,Tây,Huyện Nhà Bè,"7,0 m",Nhà phố,Sổ hồng,3,"1,75 Tỷ VNĐ",,Bán nhà vào ở ngay hẻm xe hơi,http://www.muabannhadat.vn/nha-ban-nha-pho-3535/ban-nha-vao-o-ngay-hem-xe-hoi-6851814
450 m²,6,5,Tây Bắc,Quận Bình Thạnh,"20,0 m",Biệt thự/ Villa,Sổ hồng,3,50 Tỷ VNĐ,,"Bán gấp biệt thự cao cấp Khu Lam Sơn, Bình",http://www.muabannhadat.vn/nha-ban-biet-thu-villa-3525/ban-gap-biet-thu-cao-cap-khu-lam-son-binh-thanh-7249508
495 m²,4,10,Bắc,Quận 7,,Khác,Sổ đỏ,2,45 Tỷ VNĐ,,Bán Nhà Văn Phòng 1 Trệt 2 Lầu Đường Trần Xuân,http://www.muabannhadat.vn/nha-ban-khac-3592/ban-nha-van-phong-1-tret-2-lau-duong-tran-xuan-soa-6996694
130 m²,3,4,,Huyện Hóc Môn,,Nhà phố,,,"3,4 Tỷ VNĐ",,Cần tiền đầu tư bán gấp nhà chính chủ diện tích,http://www.muabannhadat.vn/nha-ban-nha-pho-3535/can-tien-dau-tu-ban-gap-nha-chinh-chu-dien-tich-13-7249830
84 m²,4,4,,Huyện Nhà Bè,"8,0 m",Nhà phố,Sổ hồng,2,"3,7 Tỷ VNĐ",,"Nhà Tặng kèm nội thất, 71/35 ĐTN, Phú Xuân, Nhà",http://www.muabannhadat.vn/nha-ban-nha-pho-3535/nha-tang-kem-noi-that-71-35-dtn-phu-xuan-nha-be-7102425
56 m²,5,4,Đông Nam,Quận Thủ Đức,"8,0 m",Nhà phố,Sổ hồng,3,"4,7 Tỷ VNĐ",,"Bán nhà ngay coopmart cách cầu Bình Triệu 3 phút,",http://www.muabannhadat.vn/nha-ban-nha-pho-3535/ban-nha-ngay-coopmart-cach-cau-binh-trieu-3-phut-n-7248899
50 m²,,2,Không xác định,Quận 12,"4,0 m",Nhà phố,Sổ hồng,1,"1,02 Tỷ VNĐ",,"Nhà mới xây trung tâm Q12 , giá cực sốc",http://www.muabannhadat.vn/nha-ban-nha-pho-3535/nha-moi-xay-trung-tam-q12-gia-cuc-soc-7014347
