area,bathrooms,bedrooms,direction,district,front_street_length,house_type,legal_status,num_of_floor,price,project,title,url
100 m²,2,2,Đông,Quận 7,"30,0 m",Nhà phố,Sổ hồng,2,"9,5 Tỷ VNĐ",,"Bán nhà diện tích 5x20m đường Huỳnh Tấn Phát, P.",http://www.muabannhadat.vn/nha-ban-nha-pho-3535/ban-nha-dien-tich-5x20m-duong-huynh-tan-phat-p-tan-5762331
88 m²,6,5,,Quận Gò Vấp,"10,0 m",Nhà phố,Sổ hồng,4,14 Tỷ VNĐ,,"Bán nhà MT Nguyễn Oanh, Gò Vấp, 88m2, 14 tỷ",http://www.muabannhadat.vn/nha-ban-nha-pho-3535/ban-nha-mt-nguyen-oanh-go-vap-88m2-14-ty-6889292
132 m²,4,6,Bắc,Quận 7,"12,0 m",Nhà phố,,,"14,5 Tỷ VNĐ",,"Bán Nhà Đẹp,lô Góc View Công Viên Kdc Ven Sông",http://www.muabannhadat.vn/nha-ban-nha-pho-3535/ban-nha-dep-lo-goc-view-cong-vien-kdc-ven-song-sad-5838193
40 m²,3,3,,Quận Bình Tân,"6,0 m",Nhà phố,,3,"1,52 Tỷ VNĐ",,"Nhà Bình Tân quá rẻ, giá siêu thấp nhanh tay sở",http://www.muabannhadat.vn/nha-ban-nha-pho-3535/nha-binh-tan-qua-re-gia-sieu-thap-nhanh-tay-so-huu-7258296
24 m²,4,4,,Huyện Nhà Bè,"6,0 m",Nhà phố,Sổ hồng,3,"1,25 Tỷ VNĐ",,"Bán nhà 3 lầu hẻm 2056 Huỳnh Tấn Phát. Nhà Bè, DT",http://www.muabannhadat.vn/nha-ban-nha-pho-3535/ban-nha-3-lau-hem-2056-huynh-tan-phat-nha-be-dt-3x-7010621
44 m²,2,2,,Quận Bình Tân,"4,0 m",Nhà phố,Sổ hồng,1,"3,09 Tỷ VNĐ",,"Cần bán gấp nhà 4x11.2m,1 lầu,3.09 tỷ, 71/… Gò",http://www.muabannhadat.vn/nha-ban-nha-pho-3535/can-ban-gap-nha-4x11-2m-1-lau-3-09-ty-71-go-xoai-b-7255784
40 m²,2,2,,Huyện Bình Chánh,"4,0 m",Nhà phố,Sổ hồng,2,"1,22 Tỷ VNĐ",,Cấn Tiền Nên Bán Gấp Nhà 1 Lầu 2 Phòng Ngủ Gần,http://www.muabannhadat.vn/nha-ban-nha-pho-3535/can-tien-nen-ban-gap-nha-1-lau-2-phong-ngu-gan-duo-7216558
149 m²,,5,,Quận Phú Nhuận,,Nhà phố,Sổ hồng,3,"12,6 Tỷ VNĐ",,Cần thanh khoản gấp đi Mỹ định cư căn Nguyễn Kiêm,http://www.muabannhadat.vn/nha-ban-nha-pho-3535/can-thanh-khoan-gap-di-my-dinh-cu-can-nguyen-kiem-7138951
75 m²,3,3,Không xác định,Quận 12,"8,0 m",Nhà phố,Sổ hồng,3,"1,39 Tỷ VNĐ",,Bán nhà phố  liền kề sát gò,http://www.muabannhadat.vn/nha-ban-nha-pho-3535/ban-nha-pho-lien-ke-sat-go-vap-7251133
85 m²,,3,Đông Bắc,Quận Gò Vấp,"3,0 m",Nhà phố,Sổ hồng,2,"5,2 Tỷ VNĐ",,Cần bán gấp gấp cần vốn kinh doanh – nhà chính,http://www.muabannhadat.vn/nha-ban-nha-pho-3535/can-ban-gap-gap-can-von-kinh-doanh-nha-chinh-chu-o-7212978
73 m²,,3,,Quận Tân Bình,,Nhà phố,Sổ hồng,1,"9,4 Tỷ VNĐ",,Cần Bán Gấp Căn Mặt Tiền  Ni Sư Huỳnh Liên – Giá,http://www.muabannhadat.vn/nha-ban-nha-pho-3535/can-ban-gap-can-mat-tien-ni-su-huynh-lien-gia-9-4-7133894
17 m²,1,2,Đông,Quận Bình Tân,"3,0 m",Nhà phố,,2,"1,3 Tỷ VNĐ",,"Bán nhà giá 1,3 tỷ đường đình nghi xuân ,bình",http://www.muabannhadat.vn/nha-ban-nha-pho-3535/ban-nha-gia-1-3-ty-duong-dinh-nghi-xuan-binh-tan-7258293
66 m²,,6,Tây Nam,Quận Phú Nhuận,,Nhà phố,Sổ hồng,4,"9,3 Tỷ VNĐ",,Cần thanh khoản gấp căn Hồ Văn Huê đi định cư Úc,http://www.muabannhadat.vn/nha-ban-nha-pho-3535/can-thanh-khoan-gap-can-ho-van-hue-di-dinh-cu-uc-g-7200202
100 m²,3,3,,Quận 7,"5,0 m",Nhà phố,Sổ hồng,2,"5,5 Tỷ VNĐ",,"Bán nhà hẻm 8m Tân Thuận Tây,Quận 7, DT 4x25m, 1",http://www.muabannhadat.vn/nha-ban-nha-pho-3535/ban-nha-hem-8m-tan-thuan-tay-quan-7-dt-4x25m-1-tre-7009156
51 m²,4,4,,Quận 7,"10,0 m",Nhà phố,Sổ hồng,3,"5,6 Tỷ VNĐ",,"Cần bán gấp nhà đường số Lý Phục Man, Quận 7, DT",http://www.muabannhadat.vn/nha-ban-nha-pho-3535/can-ban-gap-nha-duong-so-ly-phuc-man-quan-7-dt-6x8-6999313
28 m²,4,3,,Quận Phú Nhuận,"4,0 m",Nhà phố,Sổ hồng,4,"5,1 Tỷ VNĐ",,Nhà hẻm xe hơi góc 2 mt.Trường Sa.giá,http://www.muabannhadat.vn/nha-ban-nha-pho-3535/nha-hem-xe-hoi-goc-2-mt-truong-sa-gia-5ty100tr-6998908
31 m²,2,3,Tây Nam,Quận 1,"3,0 m",Nhà phố,Sổ hồng,3,"2,6 Tỷ VNĐ",,"Bán nhà hẻm 3m Cô Giang, Phường Cầu Ông Lãnh,",http://www.muabannhadat.vn/nha-ban-nha-pho-3535/ban-nha-hem-3m-co-giang-phuong-cau-ong-lanh-quan-1-7255779
55 m²,,3,,Quận 10,,Nhà phố,Sổ hồng,2,"6,7 Tỷ VNĐ",,"Cần bán gấp căn tô Hiến Thành gấp gấp – Giá 6,7",http://www.muabannhadat.vn/nha-ban-nha-pho-3535/can-ban-gap-can-to-hien-thanh-gap-gap-gia-6-7-ty-7235134
33 m²,3,3,Đông Bắc,Quận 10,"4,0 m",Nhà phố,Sổ hồng,3,"4,25 Tỷ VNĐ",,"Bán nhà hẻm 4m Ba Tháng Hai, Phường 11, Quận 10.",http://www.muabannhadat.vn/nha-ban-nha-pho-3535/ban-nha-hem-4m-ba-thang-hai-phuong-11-quan-10-dt-2-7255765
75 m²,,3,,Quận Bình Thạnh,"10,0 m",Nhà phố,Sổ hồng,3,"1,3 Tỷ VNĐ",,"Nhà 1 trệt 2 lầu 3PN, ngay Thống Nhất nối dài,",http://www.muabannhadat.vn/nha-ban-nha-pho-3535/nha-1-tret-2-lau-3pn-ngay-thong-nhat-noi-dai-dtsd-7255773
114 m²,5,4,,Quận 7,"10,0 m",Nhà phố,Sổ hồng,3,"7,3 Tỷ VNĐ",,"Bán biệt thự  lô góc đường  Hoàng Quốc Việt, Quận",http://www.muabannhadat.vn/nha-ban-nha-pho-3535/ban-biet-thu-lo-goc-duong-hoang-quoc-viet-quan-7-d-6867646
108 m²,4,5,Nam,Quận 7,"16,0 m",Nhà phố,Sổ hồng,3,"8,5 Tỷ VNĐ",,"Bán Nhà 3 Lầu, Đường Số 30 Kdc Tân Quy Đông,",http://www.muabannhadat.vn/nha-ban-nha-pho-3535/ban-nha-3-lau-duong-so-30-kdc-tan-quy-dong-phuong-5862276
70 m²,5,4,,Quận 7,"5,0 m",Nhà phố,Sổ hồng,3,"5,3 Tỷ VNĐ",,"Bán nhà hẻm xe hơi 502 Huỳnh Tấn Phát, Quận 7, DT",http://www.muabannhadat.vn/nha-ban-nha-pho-3535/ban-nha-hem-xe-hoi-502-huynh-tan-phat-quan-7-dt-4-7008358
24 m²,,2,,Quận Bình Thạnh,,Nhà phố,Sổ hồng,1,"3,1 Tỷ VNĐ",,Cần bán gấp căn nhà xinh xinh Nguyễn Văn Đậu –,http://www.muabannhadat.vn/nha-ban-nha-pho-3535/can-ban-gap-can-nha-xinh-xinh-nguyen-van-dau-gia-3-7238282
49 m²,,2,,Quận Tân Bình,"3,5 m",Nhà phố,Sổ hồng,2,"4,6 Tỷ VNĐ",,"CẦN BÁN căn nhà yêu thương Đất Thánh, Tân Bình –",http://www.muabannhadat.vn/nha-ban-nha-pho-3535/can-ban-can-nha-yeu-thuong-dat-thanh-tan-binh-gia-7244686
90 m²,1,2,Nam,Quận 7,"12,0 m",Nhà phố,Sổ hồng,1,"7,5 Tỷ VNĐ",,"Bán nhà view sông,KDC Tân Quy Đông,P.Tân Phong,Q.",http://www.muabannhadat.vn/nha-ban-nha-pho-3535/ban-nha-view-song-kdc-tan-quy-dong-p-tan-phong-q-7-5626521
52 m²,1,1,,Quận 7,"5,0 m",Nhà phố,Sổ hồng,1,980 Triệu VNĐ,,"Bán nhà hẻm xe hơi 1205 Huỳnh Tấn Phát, Quận 7,Dt",http://www.muabannhadat.vn/nha-ban-nha-pho-3535/ban-nha-hem-xe-hoi-1205-huynh-tan-phat-quan-7-dt-3-6244753
90 m²,3,4,,Quận 12,,Nhà phố,,2,"1,745 Tỷ VNĐ",,"Nhà chính chủ, dt 36m2, hẻm 4m, Nguyễn Văn Quá,",http://www.muabannhadat.vn/nha-ban-nha-pho-3535/nha-chinh-chu-dt-36m2-hem-4m-nguyen-van-qua-q12-6492983
420 m²,4,5,Đông,Quận 7,"16,0 m",Biệt thự/ Villa,Sổ hồng,3,"33,6 Tỷ VNĐ",,"Bán biệt thự đẹp, đường 75 KDC Tân Quy Đông,",http://www.muabannhadat.vn/nha-ban-biet-thu-villa-3525/ban-biet-thu-dep-duong-75-kdc-tan-quy-dong-phuong-6587279
52 m²,5,4,Đông Nam,Quận 12,"11,0 m",Nhà phố,Sổ hồng,3,"3,38 Tỷ VNĐ",,"Khu nội bộ thiết kế kiểu Châu Âu sang trọng,Dân",http://www.muabannhadat.vn/nha-ban-nha-pho-3535/khu-noi-bo-thiet-ke-kieu-chau-au-sang-trong-dan-tr-7173585
75 m²,3,4,Đông Nam,Quận 9,"20,0 m",Nhà phố,Sổ hồng,3,3 Tỷ VNĐ,,Dự Án Rio Vista Phường Phước Long B Của Cđt Mik,http://www.muabannhadat.vn/nha-ban-nha-pho-3535/du-an-rio-vista-phuong-phuoc-long-b-cua-cdt-mik-da-6244860
64 m²,4,5,Không xác định,Quận Bình Tân,"10,0 m",Nhà phố,Sổ hồng,4,"6,55 Tỷ VNĐ",,Cần vốn làm ăn! Bán nhà MT Khu Tên Lửa 4x16m 4,http://www.muabannhadat.vn/nha-ban-nha-pho-3535/can-von-lam-an-ban-nha-mt-khu-ten-lua-4x16m-4-tam-7253974
72 m²,3,5,Bắc,Quận 7,"12,0 m",Nhà phố,Sổ hồng,3,"6,7 Tỷ VNĐ",,"Bán Nhà Mới, Đẹp 3 Lầu Đường 30 Kdc An Phú Hưng,",http://www.muabannhadat.vn/nha-ban-nha-pho-3535/ban-nha-moi-dep-3-lau-duong-30-kdc-an-phu-hung-phu-5890632
320 m²,1,2,Nam,Quận 7,"30,0 m",Nhà phố,Sổ hồng,1,25 Tỷ VNĐ,,"Bán Lô Đất 8x40m,đường Nguyễn Thị Thập,q.",http://www.muabannhadat.vn/nha-ban-nha-pho-3535/ban-lo-dat-8x40m-duong-nguyen-thi-thap-q-7-5555230
72 m²,6,5,Bắc,Quận 7,"12,0 m",Nhà phố,Sổ hồng,3,"7,2 Tỷ VNĐ",,"Bán nhà giá rẻ, 3 lầu, đường số 41, phường Tân",http://www.muabannhadat.vn/nha-ban-nha-pho-3535/ban-nha-gia-re-3-lau-duong-so-41-phuong-tan-quy-qu-6321555
240 m²,4,5,Tây Bắc,Huyện Bình Chánh,"16,0 m",Biệt thự/ Villa,Sổ hồng,3,24 Tỷ VNĐ,,"Bán biệt thự đẹp, view sông KDC cao cấp ông lớn,",http://www.muabannhadat.vn/nha-ban-biet-thu-villa-3525/ban-biet-thu-dep-view-song-kdc-cao-cap-ong-lon-xa-6588612
70 m²,5,4,,Quận 7,"5,0 m",Nhà phố,Sổ hồng,3,"5,3 Tỷ VNĐ",,"Bán nhà hẻm xe hơi 502 Huỳnh Tấn Phát, Quận 7, DT",http://www.muabannhadat.vn/nha-ban-nha-pho-3535/ban-nha-hem-xe-hoi-502-huynh-tan-phat-quan-7-dt-4-7008479
65 m²,4,4,,Huyện Nhà Bè,"8,0 m",Nhà phố,Sổ hồng,3,"3,3 Tỷ VNĐ",,"Bán nhà mới mặt tiền hẻm 8m Huỳnh Tấn Phát, Nhà",http://www.muabannhadat.vn/nha-ban-nha-pho-3535/ban-nha-moi-mat-tien-hem-8m-huynh-tan-phat-nha-be-6872005
180 m²,,54,,Quận 1,,Nhà phố,Sổ hồng,11,202 Tỷ VNĐ,,"Bán gấp khách sạn 3* MT đường Lê Lai, P. Bến",http://www.muabannhadat.vn/nha-ban-nha-pho-3535/ban-gap-khach-san-3-mt-duong-le-lai-p-ben-thanh-q-7182025
50 m²,4,4,Tây Bắc,Quận 12,"5,0 m",Nhà phố,,4,"3,8 Tỷ VNĐ",,"Bán Nhà 1 Trệt 3 Lầu, Dt 4x12,5m, Hxh Đường",http://www.muabannhadat.vn/nha-ban-nha-pho-3535/ban-nha-1-tret-3-lau-dt-4x12-5m-hxh-duong-nguyen-t-7247641
56 m²,5,4,,Quận 7,"9,0 m",Nhà phố,Sổ hồng,3,"4,95 Tỷ VNĐ",,"Cần Bán Nhà Phố Đẹp Lung Linh, Đường nhựa 9m,",http://www.muabannhadat.vn/nha-ban-nha-pho-3535/can-ban-nha-pho-dep-lung-linh-duong-nhua-9m-hoang-6358363
240 m²,3,4,,Huyện Bình Chánh,"6,0 m",Nhà phố,Sổ hồng,2,"2,5 Tỷ VNĐ",,Bán nhà MT Trịnh Như Khuê gần nhà thờ Bình Chánh,http://www.muabannhadat.vn/nha-ban-nha-pho-3535/ban-nha-mt-trinh-nhu-khue-gan-nha-tho-binh-chanh-6-7254404
90 m²,3,4,,Quận 12,,Nhà phố,,2,"1,675 Tỷ VNĐ",,"Nhà hẻm 1692/ Tô Ký, Quận 12, 90m2 sàn, 2",http://www.muabannhadat.vn/nha-ban-nha-pho-3535/nha-hem-1692-to-ky-quan-12-90m2-san-2-lau-6471395
56 m²,2,2,Đông Bắc,Quận Gò Vấp,"3,0 m",Khác,Sổ hồng,1,2.500 Tỷ VNĐ,,"Về quê nên cần bán nhà 1 trệt, 1 lầu chính",http://www.muabannhadat.vn/nha-ban-khac-3592/ve-que-nen-can-ban-nha-1-tret-1-lau-chinh-chu-7258230
50 m²,5,4,,Huyện Nhà Bè,"6,0 m",Nhà phố,Sổ hồng,3,"3,55 Tỷ VNĐ",,"Bán Nhà Dương Cát Lợi  Thị Trấn Nhà Bè DT 5x10m,1",http://www.muabannhadat.vn/nha-ban-nha-pho-3535/ban-nha-duong-cat-loi-thi-tran-nha-be-dt-5x10m-1-t-7260757
96 m²,1,4,Tây Nam,Quận 8,"7,0 m",Nhà phố,Sổ hồng,3,"4,98 Tỷ VNĐ",,Bán nhà riêng hẻm xe hơi nằm tại Phường 2 Quận,http://www.muabannhadat.vn/nha-ban-nha-pho-3535/ban-nha-rieng-hem-xe-hoi-nam-tai-phuong-2-quan-8-5845273
100 m²,5,4,,Huyện Nhà Bè,,Nhà phố,Sổ hồng,2,"2,95 Tỷ VNĐ",,"Kẹt Tìền Ngân Hàng Bán Nhà Phố Đẹp, Dt 4x25m",http://www.muabannhadat.vn/nha-ban-nha-pho-3535/ket-tien-ngan-hang-ban-nha-pho-dep-dt-4x25m-5454125
64 m²,5,4,,Huyện Nhà Bè,"10,0 m",Nhà phố,Sổ hồng,3,"3,65 Tỷ VNĐ",,"Bán nhà mặt tiền đường 10m, Huỳnh Tấn Phát, Nhà",http://www.muabannhadat.vn/nha-ban-nha-pho-3535/ban-nha-mat-tien-duong-10m-huynh-tan-phat-nha-be-d-7093619
75 m²,3,3,Không xác định,Quận 12,"3,5 m",Nhà phố,Có giấy phép xây dựng,3,"1,4 Tỷ VNĐ",,Dự án nhà phố Quận 12 sát Gò Vấp bắt đầu mở bán,http://www.muabannhadat.vn/nha-ban-nha-pho-3535/du-an-nha-pho-quan-12-sat-go-vap-bat-dau-mo-ban-ch-7254354
137 m²,15,15,,Quận 7,,Nhà phố,Sổ hồng,1,"6,2 Tỷ VNĐ",,"Cần bán gấp dãy phòng trọ Lâm Văn Bền ,Tân Kiểng,",http://www.muabannhadat.vn/nha-ban-nha-pho-3535/can-ban-gap-day-phong-tro-lam-van-ben-tan-kieng-qu-6022962
82 m²,4,4,Nam,Quận 7,"16,0 m",Nhà phố,Sổ hồng,2,8 Tỷ VNĐ,,"Bán nhà trệt, 2 lầu giá rẻ, đường số 85, Phường",http://www.muabannhadat.vn/nha-ban-nha-pho-3535/ban-nha-tret-2-lau-gia-re-duong-so-85-phuong-tan-q-6125693
60 m²,5,4,Tây Bắc,Quận Tân Bình,"5,0 m",Nhà phố,Sổ hồng,2,9 Tỷ VNĐ,,"Cần bán nhà 1 trệt, 2 lầu mới đẹp chính chủ quận",http://www.muabannhadat.vn/nha-ban-nha-pho-3535/can-ban-nha-1-tret-2-lau-moi-dep-chinh-chu-quan-ta-7001012
80 m²,5,4,,Quận 7,"16,0 m",Nhà phố,Sổ hồng,3,"7,85 Tỷ VNĐ",,Bán Nhà Mặt Tiền Đường Số Phạm Hữu Lầu Khu Công,http://www.muabannhadat.vn/nha-ban-nha-pho-3535/ban-nha-mat-tien-duong-so-pham-huu-lau-khu-cong-ic-6864704
40 m²,2,2,,Quận 5,,Nhà phố,Sổ hồng,2,"7,3 Tỷ VNĐ",,"Bán nhà mặt tiền đường Bạch Vân P.5,Q5 giá cực rẻ",http://www.muabannhadat.vn/nha-ban-nha-pho-3535/ban-nha-mat-tien-duong-bach-van-p-5-q5-gia-cuc-re-6880321
40 m²,4,7,Đông,Quận 7,,Nhà phố,Sổ hồng,3,"5,6 Tỷ VNĐ",,"Bán nhà 3 lầu, đường số 4 chợ Tân Mỹ, Phường Tân",http://www.muabannhadat.vn/nha-ban-nha-pho-3535/ban-nha-3-lau-duong-so-4-cho-tan-my-phuong-tan-phu-5848339
32 m²,3,4,,Quận 12,,Nhà phố,,2,"1,61 Tỷ VNĐ",,"Nhà 32A/17 Tô Ký, Quận 12. Gần CV phần mềm Quang",http://www.muabannhadat.vn/nha-ban-nha-pho-3535/nha-32a-17-to-ky-quan-12-gan-cv-phan-mem-quang-tru-6460886
105 m²,3,4,Nam,Quận 7,"16,0 m",Nhà phố,Sổ hồng,3,11 Tỷ VNĐ,,"Bán Nhà 2lầu,d/t:6x17,5m,đường 81,p.tân Quy,q.",http://www.muabannhadat.vn/nha-ban-nha-pho-3535/ban-nha-2lau-d-t-6x17-5m-duong-81-p-tan-quy-q-7-5687778
32 m²,3,4,,Quận Tân Bình,,Nhà phố,,3,"1,34 Tỷ VNĐ",,"Hẻm 3m, nhà 3,3x7,8m, 2 lầu đường Dương Thị Mười,",http://www.muabannhadat.vn/nha-ban-nha-pho-3535/hem-3m-nha-3-3x7-8m-2-lau-duong-duong-thi-muoi-bv-6553240
80 m²,,4,,Quận 7,"16,0 m",Nhà phố,,3,"6,25 Tỷ VNĐ",,Xuất ngoại cần bán gấp nhà đẹp nằm mặt tiền đường,http://www.muabannhadat.vn/nha-ban-nha-pho-3535/xuat-ngoai-can-ban-gap-nha-dep-nam-mat-tien-duong-6281351
60 m²,3,4,Bắc,Quận 7,"16,0 m",Nhà phố,Sổ hồng,2,"6,2 Tỷ VNĐ",,"Bán Nhà Còn Mới,2 Lầu,giá Rẻ Đường Số 85,phường",http://www.muabannhadat.vn/nha-ban-nha-pho-3535/ban-nha-con-moi-2-lau-gia-re-duong-so-85-phuong-ta-5895796
160 m²,,20,Bắc,Quận Tân Bình,"8,0 m",Nhà phố,,5,"12,5 Tỷ VNĐ",,"Bán Gấp Nhà  Đường Nhất Chi Mai ,P13, Tân",http://www.muabannhadat.vn/nha-ban-nha-pho-3535/ban-gap-nha-duong-nhat-chi-mai-p13-tan-binh-5401424
99 m²,6,5,,Quận 7,,Nhà phố,Sổ hồng,3,"6,5 Tỷ VNĐ",,"Cần Bán Nhà Phố 3 Lầu Khu Kiều Đàm, Quận 7, Dt 4,",http://www.muabannhadat.vn/nha-ban-nha-pho-3535/can-ban-nha-pho-3-lau-khu-kieu-dam-quan-7-dt-4-5x2-6080954
40 m²,1,2,Đông Bắc,Huyện Hóc Môn,"36,0 m",Nhà phố,Sổ hồng,1,480 Triệu VNĐ,,"Bán Ngay Nhà Ở Xã Hội 1 Trệt 1 Lầu, Giá 480",http://www.muabannhadat.vn/nha-ban-nha-pho-3535/ban-ngay-nha-o-xa-hoi-1-tret-1-lau-gia-480-trieu-4783300
360 m²,4,4,,Quận Thủ Đức,,Nhà phố,,,"8,1 Tỷ VNĐ",,"Nhà Phố tại Little Village 8tỷ căn gồm nhà, đất,",http://www.muabannhadat.vn/nha-ban-nha-pho-3535/nha-pho-tai-little-village-8ty-can-gom-nha-dat-he-7010261
188 m²,4,5,Tây,Quận 7,"20,0 m",Nhà phố,Sổ hồng,3,25 Tỷ VNĐ,,"Bán Biệt Thự, hướng Tây, KDC Him Lam Kênh Tẻ,",http://www.muabannhadat.vn/nha-ban-nha-pho-3535/ban-biet-thu-huong-tay-kdc-him-lam-kenh-te-quan-7-5528643
165 m²,,5,Tây Bắc,Quận 2,"8,0 m",Biệt thự/ Villa,Sổ hồng,2,17 Tỷ VNĐ,,"Bán nhà đường số 64 phường Thảo Điền Quận 2, giá",http://www.muabannhadat.vn/nha-ban-biet-thu-villa-3525/ban-nha-duong-so-64-phuong-thao-dien-quan-2-gia-17-6725028
90 m²,3,3,Tây,Quận 7,"8,0 m",Nhà phố,Sổ hồng,2,"7,2 Tỷ VNĐ",,"Bán Nhà Hướng Tây, 1trệt, 1lầu, KDC Tân Quy Đông,",http://www.muabannhadat.vn/nha-ban-nha-pho-3535/ban-nha-huong-tay-1tret-1lau-kdc-tan-quy-dong-q-7-5516661
40 m²,2,2,Đông,Huyện Hóc Môn,"12,0 m",Nhà phố,Sổ hồng,1,535 Triệu VNĐ,,"Nhà Vào Ở Ngay KDC Đường Phan Văn Hớn. Bà Điểm,",http://www.muabannhadat.vn/nha-ban-nha-pho-3535/nha-vao-o-ngay-kdc-duong-phan-van-hon-ba-diem-gia-6273252
58 m²,2,2,,Quận Tân Bình,"8,0 m",Nhà phố,Sổ hồng,2,"6,7 Tỷ VNĐ",,"Bán nhà hẻm 406 Cộng Hòa, P.13, đất 58 m2, 2",http://www.muabannhadat.vn/nha-ban-nha-pho-3535/ban-nha-hem-406-cong-hoa-p-13-dat-58-m2-2-tang-7057804
40 m²,1,2,Tây Bắc,Huyện Hóc Môn,"36,0 m",Nhà phố,Sổ hồng,1,480 Triệu VNĐ,,"Bán Gấp Nhà Phố Phan Văn Hớn, Ngã Ba",http://www.muabannhadat.vn/nha-ban-nha-pho-3535/ban-gap-nha-pho-phan-van-hon-nga-ba-giong-4782877
40 m²,1,2,Đông Nam,Huyện Hóc Môn,"36,0 m",Nhà phố,Sổ hồng,1,480 Triệu VNĐ,,Bán Gấp Căn Nhà Phố Ngay Cạnh Tỉnh Lộ 9,http://www.muabannhadat.vn/nha-ban-nha-pho-3535/ban-gap-can-nha-pho-ngay-canh-tinh-lo-9-4783321
64 m²,5,4,,Quận 7,"5,0 m",Nhà phố,Sổ hồng,3,"3,6 Tỷ VNĐ",,"Hot hot! Bán Nhà Hẻm Xe Hơi Huỳnh Tấn Phát, Phú",http://www.muabannhadat.vn/nha-ban-nha-pho-3535/hot-hot-ban-nha-hem-xe-hoi-huynh-tan-phat-phu-thua-6886200
133 m²,1,1,Đông Nam,Quận 7,"14,0 m",Nhà phố,Sổ hồng,1,"15,5 Tỷ VNĐ",,"Nhà góc 7x19m, đường 14a, khu cư xá ngân hàng, p",http://www.muabannhadat.vn/nha-ban-nha-pho-3535/nha-goc-7x19m-duong-14a-khu-cu-xa-ngan-hang-p-tan-6947215
52 m²,3,3,,Quận 9,"6,0 m",Nhà phố,Sổ hồng,2,"2,7 Tỷ VNĐ",,"Nhà Hxh Trệt 2 Lầu Ngay Ngã 3 Gò Công ,đường 21",http://www.muabannhadat.vn/nha-ban-nha-pho-3535/nha-hxh-tret-2-lau-ngay-nga-3-go-cong-duong-21-ngu-7254191
200 m²,8,8,Tây,Quận 7,"16,0 m",Nhà phố,Sổ hồng,4,41 Tỷ VNĐ,,"Nhà B5, B6 Măt Tiền Nguyễn Hữu Thọ Khu Kim Sơn",http://www.muabannhadat.vn/nha-ban-nha-pho-3535/nha-b5-b6-mat-tien-nguyen-huu-tho-khu-kim-son-tan-7186306
44 m²,3,3,,Quận 6,"7,0 m",Nhà phố,Sổ hồng,5,5 Tỷ VNĐ,,"Nhà phố cao cấp Him Lam Quận 6,  trung tâm thành",http://www.muabannhadat.vn/nha-ban-nha-pho-3535/nha-pho-cao-cap-him-lam-quan-6-trung-tam-thanh-pho-7001763
112 m²,4,4,,Quận Tân Bình,"10,0 m",Nhà phố,Sổ hồng,3,"11,5 Tỷ VNĐ",,"Xuất cảnh bán gấp nhà MT Văn Chung, DT: 4x28, 3",http://www.muabannhadat.vn/nha-ban-nha-pho-3535/xuat-canh-ban-gap-nha-mt-van-chung-dt-4x28-3-tang-7015426
68 m²,1,2,Đông Bắc,Quận Thủ Đức,"10,0 m",Nhà phố,Sổ hồng,1,"2,98 Tỷ VNĐ",,"Chính chủ cần bán nhà MT đường về 10m, 68m thổ cư",http://www.muabannhadat.vn/nha-ban-nha-pho-3535/chinh-chu-can-ban-nha-mt-duong-ve-10m-68m-tho-cu-s-7255656
86 m²,4,4,Đông Bắc,Quận 7,"16,0 m",Nhà phố,Sổ hồng,3,"11,5 Tỷ VNĐ",,"Nhà giá rẻ, góc 2 mặt tiền đường 75, KDC Tân Quy",http://www.muabannhadat.vn/nha-ban-nha-pho-3535/nha-gia-re-goc-2-mat-tien-duong-75-kdc-tan-quy-don-7089263
78 m²,4,4,Không xác định,Quận Bình Tân,"8,0 m",Nhà phố,Sổ hồng,2,4.450 Tỷ VNĐ,,Bán biệt thự Mi Ni đường Bình thành BHH B Bình,http://www.muabannhadat.vn/nha-ban-nha-pho-3535/ban-biet-thu-mi-ni-duong-binh-thanh-bhh-b-binh-tan-7255663
80 m²,2,2,,Quận Tân Bình,"6,0 m",Nhà phố,,2,"8,3 Tỷ VNĐ",,"Chuyển công tác bán gấp nhà HXH Bạch Đằng, DT:",http://www.muabannhadat.vn/nha-ban-nha-pho-3535/chuyen-cong-tac-ban-gap-nha-hxh-bach-dang-dt-4x20-7015399
19 m²,2,2,Đông Bắc,Quận Bình Thạnh,"4,0 m",Nhà phố,Sổ hồng,3,"2,18 Tỷ VNĐ",,"Bán nhà HXH Xô Viết Nghệ TĨnh, P26, DT 3x7, trệt",http://www.muabannhadat.vn/nha-ban-nha-pho-3535/ban-nha-hxh-xo-viet-nghe-tinh-p26-dt-3x7-tret-lung-7082397
190 m²,,5,,Quận Tân Bình,"10,0 m",Nhà phố,Sổ hồng,2,"19,5 Tỷ VNĐ",,"Bán nhà đường nội bộ Cộng Hòa, P13, 8.5x22, giá",http://www.muabannhadat.vn/nha-ban-nha-pho-3535/ban-nha-duong-noi-bo-cong-hoa-p13-8-5x22-gia-19-5-6893167
94 m²,4,3,,Quận Tân Bình,,Nhà phố,Sổ hồng,2,"9,5 Tỷ VNĐ",,"Xuất cảnh bán gấp nhà HXH Phổ Quang, DT: 4x23.5,",http://www.muabannhadat.vn/nha-ban-nha-pho-3535/xuat-canh-ban-gap-nha-hxh-pho-quang-dt-4x23-5-2-ta-7070336
