area,bathrooms,bedrooms,direction,district,front_street_length,house_type,legal_status,num_of_floor,price,project,title,url
75 m²,2,2,,Huyện Nhà Bè,,Chung cư,Sổ hồng,8,"2,85 Tỷ VNĐ",,"Với 3 tỷ bạn mua được gì, chung cư hay thiên",http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/voi-3-ty-ban-mua-duoc-gi-chung-cu-hay-thien-duong-7169677
69 m²,2,2,,Huyện Nhà Bè,,Chung cư,Sổ hồng,19,"2,622 Tỷ VNĐ",,Mở Bán Lại Dự Án Căn Hộ Kenton Node Quận 7-nhà Bè,http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/mo-ban-lai-du-an-can-ho-kenton-node-quan-7-nha-be-7252512
100 m²,2,3,,Huyện Nhà Bè,,Chung cư,Sổ hồng,18,"3,8 Tỷ VNĐ",,Chuẩn sống mới - Chuẩn Kenton Node MT Nguyễn Hữu,http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/chuan-song-moi-chuan-kenton-node-mt-nguyen-huu-tho-7169817
90 m²,2,2,,Huyện Nhà Bè,,Chung cư,Sổ hồng,14,"3,42 Tỷ VNĐ",,Căn hộ Kenton Node quận 7 - Vị trí độc tôn -,http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/can-ho-kenton-node-quan-7-vi-tri-doc-ton-khach-san-7252577
80 m²,2,2,,Huyện Nhà Bè,,Chung cư,Sổ hồng,7,"3,04 Tỷ VNĐ",,Sức hút từ những cái nhất đắt giá của Kenton,http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/suc-hut-tu-nhung-cai-nhat-dat-gia-cua-kenton-node-7169771
150 m²,2,3,,Huyện Nhà Bè,,Chung cư,Sổ hồng,15,"5,7 Tỷ VNĐ",,Nóng từng phút với dự án Kenton Node - khu phức,http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/nong-tung-phut-voi-du-an-kenton-node-khu-phuc-hop-7169610
75 m²,2,2,,Huyện Nhà Bè,,Chung cư,Sổ hồng,12,"2,925 Tỷ VNĐ",,Chính thức nhận giữ chỗ căn hộ  TNR Kenton Node,http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/chinh-thuc-nhan-giu-cho-can-ho-tnr-kenton-node-lk-7226958
125 m²,2,3,,Huyện Nhà Bè,,Chung cư,Sổ hồng,9,"4,75 Tỷ VNĐ",,"Kenton Node, khu đô thị xanh nằm kề Phú Mỹ Hưng,",http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/kenton-node-khu-do-thi-xanh-nam-ke-phu-my-hung-38-7227090
95 m²,2,2,,Huyện Nhà Bè,,Chung cư,Sổ hồng,9,"3,61 Tỷ VNĐ",,Đk nhận vé xem Nhạc Nước (free) và xem nhà mẫu,http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/dk-nhan-ve-xem-nhac-nuoc-free-va-xem-nha-mau-kento-7169547
72 m²,2,2,,Quận 2,"24,0 m",Chung cư,Có giấy phép xây dựng,22,"1,3 Tỷ VNĐ",,"Căn Hộ Trung Tâm Quận 2, Thanh Toán Chỉ 1%/tháng.",http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/can-ho-trung-tam-quan-2-thanh-toan-chi-1-thang-4525281
65 m²,2,2,,Huyện Nhà Bè,,Chung cư,Sổ hồng,11,"2,47 Tỷ VNĐ",,"Siêu dự án Kenton Node chính thức mở bán, mức giá",http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/sieu-du-an-kenton-node-chinh-thuc-mo-ban-muc-gia-u-7244923
56 m²,1,2,Tây Nam,Quận 2,"24,0 m",Chung cư,Sổ hồng,27,"1,2 Tỷ VNĐ",,Căn Hộ Chiết Khấu Cực Sốc Tới,http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/can-ho-chiet-khau-cuc-soc-toi-18-5053620
65 m²,2,2,,Quận Thủ Đức,,Chung cư,Sổ hồng,,"1,5 Tỷ VNĐ",,Trước khi mua căn hộ khác hãy tìm hiểu Lavita Nhé,http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/truoc-khi-mua-can-ho-khac-hay-tim-hieu-lavita-nhe-5289136
52 m²,1,2,,Quận 8,"12,0 m",Chung cư,Sổ hồng,,"1,2 Tỷ VNĐ",,"Căn Hộ An Phúc, Q8 Gần Ngay ĐL Võ Văn Kiệt đang",http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/can-ho-an-phuc-q8-gan-ngay-dl-vo-van-kiet-dang-ban-6438451
80 m²,2,2,,Huyện Nhà Bè,,Chung cư,Sổ hồng,17,"3,04 Tỷ VNĐ",,Khu phức hợp VIP Kenton Node – ưu tiên 39 căn đẹp,http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/khu-phuc-hop-vip-kenton-node-uu-tien-39-can-dep-nh-7252558
68 m²,2,2,,Quận Thủ Đức,,Chung cư,Sổ hồng,,"1,6 Tỷ VNĐ",,Căn Hố Lavita Sắp Bàn Giao Nhà Giá 1 Tỷ 6,http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/can-ho-lavita-sap-ban-giao-nha-gia-1-ty-6-5289132
64 m²,2,2,,Quận Bình Tân,,Chung cư,Sổ hồng,,"1,5 Tỷ VNĐ",,Mở Bán 10 Căn Còn Lại Dự Án 8x Rain Bow Nhận Nhà,http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/mo-ban-10-can-con-lai-du-an-8x-rain-bow-nhan-nha-s-5103304
75 m²,2,1,,Quận Tân Phú,,Chung cư,Sổ hồng,16,2 Tỷ VNĐ,,"Chuyển Nhượng Căn Hộ Babylon Invester, Căn 2PN",http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/chuyen-nhuong-can-ho-babylon-invester-can-2pn-view-6851529
60 m²,2,2,,Quận 2,,Chung cư,Sổ đỏ,,"2,5 Tỷ VNĐ",,Căn Hộ Cao Cấp  Quận 2 Giá 2 Tỷ 5 Đảo Kim Cương,http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/can-ho-cao-cap-quan-2-gia-2-ty-5-dao-kim-cuong-5596868
16645300 m²,,2,,Quận 4,,Chung cư,,,50 Triệu VNĐ,,Ra mắt căn hộ cao cấp Charmington Iris Q.4 sở hữu,http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/ra-mat-can-ho-cao-cap-charmington-iris-q-4-so-huu-7280293
70 m²,2,2,,Quận 2,,Chung cư,Sổ hồng,,"3,2 Tỷ VNĐ",,Căn Hộ Cao Cấp The Sun Avenue Giá 3 Tỷ 2 Pn Nhận,http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/can-ho-cao-cap-the-sun-avenue-gia-3-ty-2-pn-nhan-n-5597977
55 m²,2,2,,Quận Tân Bình,,Chung cư,Có giấy phép xây dựng,,"1,2 Tỷ VNĐ",,Căn Hộ Trung Tâm Quận Tân Bình Giá 1 Tỷ 3 T/căn,http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/can-ho-trung-tam-quan-tan-binh-gia-1-ty-3-t-can-2-4210236
67 m²,2,2,Đông,Quận Thủ Đức,"50,0 m",Chung cư,Sổ hồng,16,"1,4 Tỷ VNĐ",,Căn Hộ Thủ Đức - Tt Quân Giá 1 tỷ 4 / Căn Chương,http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/can-ho-thu-duc-tt-quan-gia-1-ty-4-can-chuong-duong-3794653
69 m²,2,2,Tây Bắc,Quận Gò Vấp,,Chung cư,Sổ hồng,,34 Triệu VNĐ,,Nhanh tay sở hữu những căn hộ cuối cùng của dự án,http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/nhanh-tay-so-huu-nhung-can-ho-cuoi-cung-cua-du-an-7280556
77 m²,2,2,Đông Bắc,Quận Tân Phú,"35,0 m",Chung cư,Sổ hồng,18,"2,1 Tỷ VNĐ",,"Mua Căn Hộ Oriental Plaza, Chỉ Cần Thanh Toán 555",http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/mua-can-ho-oriental-plaza-chi-can-thanh-toan-555-t-6823606
70 m²,2,2,,Quận Bình Thạnh,,Chung cư,Sổ hồng,,"1,9 Tỷ VNĐ",,Căn Hộ Cao Câp Thủy Lợi 4 Giá 1 Tỷ 9,http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/can-ho-cao-cap-thuy-loi-4-gia-1-ty-9-5047608
74 m²,2,2,,Quận Tân Phú,,Chung cư,Sổ hồng,11,"2,35 Tỷ VNĐ",,"Chuyển Nhượng Căn Hộ The Southern Dragon, Căn 2PN",http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/chuyen-nhuong-can-ho-the-southern-dragon-can-2pn-v-6851660
70 m²,,2,,Quận Tân Phú,,Chung cư,Sổ hồng,4,"2,175 Tỷ VNĐ",,"Chuyển Nhượng Căn Hộ Celadon City, Căn 2PN View",http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/chuyen-nhuong-can-ho-celadon-city-can-2pn-view-mat-6827977
67 m²,2,2,,Quận 12,,Chung cư,Có giấy phép xây dựng,,"1,2 Tỷ VNĐ",,Ch Liền Kề Etown Công Hòa 1 Tỷ 2/ Căn Nhận Nhà Ở,http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/ch-lien-ke-etown-cong-hoa-1-ty-2-can-nhan-nha-o-ng-4553374
53 m²,,2,,Quận 7,"40,0 m",Chung cư,Sổ hồng,,"1,5 Tỷ VNĐ",,Căn Hộ Cao Cấp Q7 Riverside Complex Mặt Tiền,http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/can-ho-cao-cap-q7-riverside-complex-mat-tien-duong-6941450
60 m²,2,2,,Quận Bình Tân,,Chung cư,Sổ hồng,,"1,6 Tỷ VNĐ",,Chủ Đầu Tư Hưng Thịnh Mở Bán Căn Hộ Khu Tên Lửa 1,http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/chu-dau-tu-hung-thinh-mo-ban-can-ho-khu-ten-lua-1-5144136
57 m²,2,2,,Quận 12,,Chung cư,Có giấy phép xây dựng,,"1,1 Tỷ VNĐ",,"Bán Ch Depot Metro Tham Lương,1 Tỷ 4 /căn Bàn",http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/ban-ch-depot-metro-tham-luong-1-ty-4-can-ban-giao-4293509
56 m²,2,2,,Quận 12,,Chung cư,Có giấy phép xây dựng,,"1,4 Tỷ VNĐ",,"Căn Hộ Liền Kề Etown Cộng Hòa,tuyến metro giá 1",http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/can-ho-lien-ke-etown-cong-hoa-tuyen-metro-gia-1-ty-4239935
60 m²,2,2,,Quận Thủ Đức,,Chung cư,Có giấy phép xây dựng,15,"1,2 Tỷ VNĐ",,"Căn Hộ Emerald,1 Tỷ 3 Nhận Nhà Ở Ngay  Nhận Nhà,",http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/can-ho-emerald-1-ty-3-nhan-nha-o-ngay-nhan-nha-nga-4156379
60 m²,2,2,,Quận Tân Phú,,Chung cư,Sổ hồng,,"1,6 Tỷ VNĐ",,Bán Căn Hộ Ngay Trung Tâm  nhận nhà ở ngay 1 TỶ 6,http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/ban-can-ho-ngay-trung-tam-nhan-nha-o-ngay-1-ty-6-4242857
68 m²,2,2,,Quận Thủ Đức,,Chung cư,Có giấy phép xây dựng,,"1,3 Tỷ VNĐ",,Căn Hộ Trung Tâm 3 Quận Giá 1 Tỷ 5 Nhận Nhà Ngay,http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/can-ho-trung-tam-3-quan-gia-1-ty-5-nhan-nha-ngay-b-4165670
67 m²,2,2,Không xác định,Quận Thủ Đức,"50,0 m",Chung cư,Sổ hồng,16,"1,3 Tỷ VNĐ",,"Căn Hộ Thủ Đức - Trung Tâm Quân,  Tuyến Metro",http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/can-ho-thu-duc-trung-tam-quan-tuyen-metro-dang-cap-3776685
60 m²,2,2,,Quận 12,,Chung cư,Có giấy phép xây dựng,,"1,2 Tỷ VNĐ",,Căn Hộ Cách Etown Cộng Hòa 2 Km Có Hồ Bơi Cao Cấp,http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/can-ho-cach-etown-cong-hoa-2-km-co-ho-boi-cao-cap-4376982
50 m²,2,1,,Quận Tân Bình,,Chung cư,Có giấy phép xây dựng,,"1,5 Tỷ VNĐ",,Cđt Hưng Thịnh Mở Bán Chỉ 1 Tỷ 5 Sơ Hữu Ngay,http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/cdt-hung-thinh-mo-ban-chi-1-ty-5-so-huu-ngay-4534327
40 m²,,1,,Quận Bình Tân,"30,0 m",Chung cư,Sổ hồng,18,520 Triệu VNĐ,,Tặng ngay 1 năm phí quản lý căn hộ - Hỗ trợ trả,http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/tang-ngay-1-nam-phi-quan-ly-can-ho-ho-tro-tra-gop-7280126
71 m²,2,2,Đông Nam,Quận 9,"20,0 m",Chung cư,Sổ hồng,18,"1,6 Tỷ VNĐ",,Căn Hộ Sapphire Khang Điền Sắp Mở Bán Giai Đoạn 1,http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/can-ho-sapphire-khang-dien-sap-mo-ban-giai-doan-1-6835239
40 m²,1,1,,Quận Bình Tân,"30,0 m",Chung cư,Sổ hồng,8,590 Triệu VNĐ,,"Căn hộ 590tr/2PN, SHR, Tặng nội thất, bảo hành",http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/can-ho-590tr-2pn-shr-tang-noi-that-bao-hanh-tron-d-7280142
98 m²,1,3,,Quận 2,,Chung cư,,,"3,2 Tỷ VNĐ",,"Bán gấp căn hộ Cantavil An Phú, Q2, 98m2, 3 phòng",http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/ban-gap-can-ho-cantavil-an-phu-q2-98m2-3-phong-ngu-6213927
59 m²,2,2,,Quận 8,"12,0 m",Chung cư,Sổ hồng,,"1,29 Tỷ VNĐ",,"Căn hộ Heaven Riverview đang bàn giao, vào ở liền",http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/can-ho-heaven-riverview-dang-ban-giao-vao-o-lien-g-6144264
81 m²,2,3,Đông Nam,Quận 2,"40,0 m",Chung cư,Có giấy phép xây dựng,8,"2,05 Tỷ VNĐ",,"Căn Hộ The Cbd View Đẹp, Mới(3p.ngủ, Tầng 8), Q.2",http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/can-ho-the-cbd-view-dep-moi3p-ngu-tang-8-q-2-co-sa-7284148
52 m²,1,1,Đông Nam,Quận 10,"30,0 m",Chung cư,Sổ hồng,30,"2,5 Tỷ VNĐ",,Căn hộ kingdom 101 Quận 10 với chính sách thanh,http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/can-ho-kingdom-101-quan-10-voi-chinh-sach-thanh-to-6512057
50 m²,1,1,Đông Nam,Quận 10,"30,0 m",Chung cư,Sổ hồng,30,"2,5 Tỷ VNĐ",,Căn hộ Kingdom quận 10 nhận giữ chỗ ưu tiên 1 vị,http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/can-ho-kingdom-quan-10-nhan-giu-cho-uu-tien-1-vi-t-6508740
70 m²,2,2,,Quận 8,,Chung cư,Sổ hồng,,"1,8 Tỷ VNĐ",,"Người mua Topaz City hỏi 1,8 tỷ/70m2 bao gồm VAT,",http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/nguoi-mua-topaz-city-hoi-1-8-ty-70m2-bao-gom-vat-n-6960789
64 m²,2,2,Đông Nam,Quận Tân Phú,,Chung cư,,18,"1,17 Tỷ VNĐ",,"Căn Hộ Gần Aeon Tân Phú, Sắp Nhận Nhà, 64m2 Giá 1",http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/can-ho-gan-aeon-tan-phu-sap-nhan-nha-64m2-gia-1-17-5771901
70 m²,2,2,Đông,Quận 8,,Chung cư,Sổ hồng,17,"1,2 Tỷ VNĐ",,"Topaz City căn hộ 70m2 tầm nhìn thoáng, các phòng",http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/topaz-city-can-ho-70m2-tam-nhin-thoang-cac-phong-d-6647878
58 m²,2,2,,Quận 9,,Chung cư,,18,"1,1 Tỷ VNĐ",,Ngân Hàng Sacombank Hỗ Trợ Mua Nhà Trả Góp Chỉ 9,http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/ngan-hang-sacombank-ho-tro-mua-nha-tra-gop-chi-9-t-6088440
82 m²,2,2,Đông,Quận 7,,Chung cư,,15,"2,2 Tỷ VNĐ",,"Cần bán lại CHCC liền kề Phú Mỹ Hưng, hoàn",http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/can-ban-lai-chcc-lien-ke-phu-my-hung-hoan-thien-5350479
75 m²,2,2,,Quận Thủ Đức,,Chung cư,Sổ hồng,,"1,98 Tỷ VNĐ",,Bán Căn Hộ Góc 4s Riverside Linh,http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/ban-can-ho-goc-4s-riverside-linh-dong-7117702
63 m²,2,2,Nam,Quận Tân Bình,,Chung cư,Sổ hồng,18,"1,4 Tỷ VNĐ",,Cuối Năm Đổi Nhà Cần Sang Lại Ch Mt Trường,http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/cuoi-nam-doi-nha-can-sang-lai-ch-mt-truong-chinh-5350474
73 m²,2,2,Tây Nam,Quận 8,,Chung cư,Sổ hồng,5,"1,68 Tỷ VNĐ",,"Căn hộ tầng thấp Topaz City sắp nhận nhà 73m2,",http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/can-ho-tang-thap-topaz-city-sap-nhan-nha-73m2-gia-6488004
58 m²,1,1,,Quận 2,,Chung cư,Sổ hồng,40,"2,2 Tỷ VNĐ",,"Kênh đầu tư an toàn, anh nhàn mà lợi nhuận cực",http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/kenh-dau-tu-an-toan-anh-nhan-ma-loi-nhuan-cuc-cao-7280702
85 m²,2,3,,Huyện Nhà Bè,,Chung cư,Sổ hồng,8,"3,315 Tỷ VNĐ",,"TNR Kenton Node, khu đô thị xanh nằm kề Phú Mỹ",http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/tnr-kenton-node-khu-do-thi-xanh-nam-ke-phu-my-hung-7204695
50 m²,1,1,Đông Nam,Quận 9,,Chung cư,Sổ hồng,12,"1,3 Tỷ VNĐ",,Cơ hội đầu tư sinh lời khi mua căn hộ Sapphira-,http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/co-hoi-dau-tu-sinh-loi-khi-mua-can-ho-sapphira-kha-7039175
49 m²,,1,Đông,Quận 4,"30,0 m",Chung cư,,,"2,94 Tỷ VNĐ",,"Cần bán căn hộ Charmington Iris cao cấp quận 4,",http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/can-ban-can-ho-charmington-iris-cao-cap-quan-4-tha-7279395
50 m²,2,2,Đông Nam,Quận 8,"30,0 m",Chung cư,Có giấy phép xây dựng,22,"1,1 Tỷ VNĐ",,Conic Riverside – căn hộ ven sông mặt tiền Tạ,http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/conic-riverside-can-ho-ven-song-mat-tien-ta-quang-7279429
81 m²,2,2,,Quận 2,,Chung cư,Sổ hồng,27,"2,2 Tỷ VNĐ",,"Bán căn hộ Homyland, Quận 2 view sông full nội",http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/ban-can-ho-homyland-quan-2-view-song-full-noi-that-6874009
83 m²,2,2,Tây,Quận Tân Bình,"40,0 m",Chung cư,Sổ hồng,16,"3,071 Tỷ VNĐ",,"Định cư sang Mỹ, bán căn hộ Carillon 1 Full Nội",http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/dinh-cu-sang-my-ban-can-ho-carillon-1-full-noi-tha-7112001
61 m²,2,2,Không xác định,Quận Tân Phú,"20,0 m",Chung cư,Sổ hồng,27,"1,6 Tỷ VNĐ",,Mở Bán 10 Suất Nội Bộ-Căn Hộ Chuẩn Châu Âu Tại,http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/mo-ban-10-suat-noi-bo-can-ho-chuan-chau-au-tai-tan-6837397
96 m²,2,2,,Huyện Nhà Bè,,Chung cư,,,"1,78 Triệu VNĐ",,"Cần bán căn hộ Hoàng Anh An Tiến, 2 phòng ngủ,",http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/can-ban-can-ho-hoang-anh-an-tien-2-phong-ngu-dt-96-7283303
68 m²,2,2,,Quận 8,,Chung cư,,,"1,79 Tỷ VNĐ",,"Cần Bán Gấp Căn Hộ Pega Suite 68m2, View Đông Nam",http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/can-ban-gap-can-ho-pega-suite-68m2-view-dong-nam-t-7071744
49 m²,1,1,,Quận 4,,Chung cư,,,"2,9 Tỷ VNĐ",,Bán Căn Hộ 1pn Tại Icon 56 Với Giá Cực Tốt,http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/ban-can-ho-1pn-tai-icon-56-voi-gia-cuc-tot-6219504
50 m²,2,2,,Huyện Bình Chánh,"90,0 m",Chung cư,Có giấy phép xây dựng,2,"1,1 Tỷ VNĐ",,"CH view sông gần q. 8 - Giá chỉ 1,1 tỷ/căn 2pn",http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/ch-view-song-gan-q-8-gia-chi-1-1-ty-can-2pn-ket-no-7231987
82 m²,2,3,,Quận Bình Tân,"40,0 m",Chung cư,Sổ hồng,,"1,2 Tỷ VNĐ",,"Căn hộ Tecco Town, 3PN, chỉ từ 1.2 tỷ, nhận nhà",http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/can-ho-tecco-town-3pn-chi-tu-1-2-ty-nhan-nha-ngay-7282374
57 m²,1,2,,Quận 2,,Chung cư,,,"1,4 Tỷ VNĐ",,"Bán căn hộ Thịnh Vượng, 531 Nguyễn Duy Trinh, Q.2",http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/ban-can-ho-thinh-vuong-531-nguyen-duy-trinh-q-2-57-7276869
60 m²,1,2,,Quận 2,,Chung cư,Sổ hồng,,"1,4 Tỷ VNĐ",,"Bán CH Thủ Thiêm Xanh, sổ hồng, ở liền, 2PN, 1WC,",http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/ban-ch-thu-thiem-xanh-so-hong-o-lien-2pn-1wc-1ty4-7254073
50 m²,2,2,,Huyện Bình Chánh,,Chung cư,,24,"1,2 Tỷ VNĐ",,"Căn Hộ Giá Rẻ Ngay Nguyễn Văn Linh, Chỉ 1.2",http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/can-ho-gia-re-ngay-nguyen-van-linh-chi-1-2-ty-2pn-7278029
69 m²,2,2,,Quận 9,"30,0 m",Chung cư,Sổ hồng,,"1,8 Tỷ VNĐ",,"Căn Hộ Himlam Q9 Giá 1,8 Tỷ, Chiết Khấu Lên Đến",http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/can-ho-himlam-q9-gia-1-8-ty-chiet-khau-len-den-10-7280992
400 m²,4,4,Không xác định,Quận Thủ Đức,,Chung cư,Sổ hồng,4,8 Tỷ VNĐ,,Sở hữu căn hộ Châu Âu đẳng cấp  ngay tại Phạm Văn,http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/so-huu-can-ho-chau-au-dang-cap-ngay-tai-pham-van-d-6818537
66 m²,2,2,Không xác định,Quận Tân Phú,"30,0 m",Chung cư,Sổ hồng,27,Giá bảo mật,,"Mở Bán 20 Căn Nội Bộ Carillon 7 Tại Tân Phú,Đầu",http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/mo-ban-20-can-noi-bo-carillon-7-tai-tan-phu-dau-tu-7111799
66 m²,1,2,,Quận Tân Phú,"30,0 m",Chung cư,Sổ hồng,27,"1,8 Tỷ VNĐ",,"Căn Hộ Carillon 7 Tại Tân Phú, 1.8ty Căn 66m2, 2",http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/can-ho-carillon-7-tai-tan-phu-1-8ty-can-66m2-2-pn-7112086
110 m²,3,3,,Quận 4,"30,0 m",Chung cư,Sổ hồng,22,"4,786 Tỷ VNĐ",,"Căn hộ 2MT Bến Văn Đồn, Q4- Mặt tiền view sông",http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/can-ho-2mt-ben-van-don-q4-mat-tien-view-song-ben-n-7282951
58 m²,2,2,Đông Nam,Quận Thủ Đức,,Chung cư,,,"1,26 Tỷ VNĐ",,"Bán gấp CH Sunview 58m2, 2PN, hướng Đ-N, view",http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/ban-gap-ch-sunview-58m2-2pn-huong-d-n-view-quan-1-7282749
47 m²,2,2,,Quận 9,"30,0 m",Chung cư,Sổ hồng,17,700 Triệu VNĐ,,CH Suối Tiên 2pn chỉ 700Tr nội thất cư bản nhiều,http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/ch-suoi-tien-2pn-chi-700tr-noi-that-cu-ban-nhieu-t-7271434
65 m²,2,2,Đông Nam,Quận 4,"60,0 m",Chung cư,Có giấy phép xây dựng,35,3 Tỷ VNĐ,,Căn hộ cao cấp Charmington irish quận 4,http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/can-ho-cao-cap-charmington-irish-quan-4-7273394
77 m²,2,2,,Huyện Nhà Bè,,Chung cư,Sổ hồng,12,"3,003 Tỷ VNĐ",,"TNR Kenton Node bàn giao cao cấp chỉ 39tr/m2,",http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/tnr-kenton-node-ban-giao-cao-cap-chi-39tr-m2-book-7204613
56 m²,1,2,,Quận Thủ Đức,,Chung cư,,,"1,288 Tỷ VNĐ",,Dự Án Dành Cho Người Có Thu Nhập Trung Bình - Mặt,http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/du-an-danh-cho-nguoi-co-thu-nhap-trung-binh-mat-ti-7277042
86 m²,2,3,,Huyện Nhà Bè,,Chung cư,Sổ hồng,10,"3,268 Tỷ VNĐ",,"Mở bán siêu dự án quy mô nhất Sài Gòn, ngay Phú",http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/mo-ban-sieu-du-an-quy-mo-nhat-sai-gon-ngay-phu-my-7204923
66 m²,2,2,,Quận 9,,Chung cư,,2,"1,79 Tỷ VNĐ",,Bán chung cư Saigon Gateway đối diện ga Metro gần,http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/ban-chung-cu-saigon-gateway-doi-dien-ga-metro-gan-7275732
52 m²,2,2,,Quận 12,,Chung cư,Sổ hồng,24,668 Triệu VNĐ,,CH biệt lập đẳng cấp ven sông sài gòn Vista,http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/ch-biet-lap-dang-cap-ven-song-sai-gon-vista-rivers-7276060
61 m²,2,2,,Quận 8,,Chung cư,Sổ hồng,,Giá bảo mật,,"Căn Hộ Heaven Cityview q8, 61m2 (2 PN, 2 WC),",http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/can-ho-heaven-cityview-q8-61m2-2-pn-2-wc-thanh-toa-7213447
71 m²,2,2,,Quận Phú Nhuận,"40,0 m",Chung cư,,22,"4,3 Tỷ VNĐ",,Cần Bán Gấp Căn Hộ Cao Cấp The Prince,http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/can-ban-gap-can-ho-cao-cap-the-prince-2pn-4840811
