area,bathrooms,bedrooms,direction,district,front_street_length,house_type,legal_status,num_of_floor,price,project,title,url
53 m²,1,1,Đông Nam,Quận Bình Tân,"25,0 m",Chung cư,Sổ hồng,20,"1,4 Tỷ VNĐ",,Căn Hộ Ngay Bên Cạnh Aeon Bình Tân - Khu Tên Lửa,http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/can-ho-ngay-ben-canh-aeon-binh-tan-khu-ten-lua-cuc-7274444
54 m²,2,2,,Quận 8,,Chung cư,Sổ hồng,,"1,1 Tỷ VNĐ",,"Khu Căn Hộ Biệt Lập 1tỷ1/ Căn , Nhận Nhà Ở Ngay",http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/khu-can-ho-biet-lap-1ty1-can-nhan-nha-o-ngay-gia-r-7156495
67 m²,2,2,,Quận 7,"40,0 m",Chung cư,Sổ hồng,,"1,8 Tỷ VNĐ",,"Bán Căn Hộ Quận 7, View Sông Sài Gòn, Liền Kề Phú",http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/ban-can-ho-quan-7-view-song-sai-gon-lien-ke-phu-my-7232964
60 m²,,2,Không xác định,Quận Thủ Đức,,Chung cư,Sổ đỏ,10,"1,2 Tỷ VNĐ",,"""hot""bán Duy Nhất 26 Căn Tầng 10 Đẹp Nhất Dự Án",http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/hotban-duy-nhat-26-can-tang-10-dep-nhat-du-an-fres-7264483
60 m²,2,2,Không xác định,Quận 2,"120,0 m",Chung cư,Sổ hồng,20,"1,7 Tỷ VNĐ",,"Cbd Premium Home , Tt 50% Nhận Ngay Căn Hộ , Giá",http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/cbd-premium-home-tt-50-nhan-ngay-can-ho-gia-tot-tr-6798660
56 m²,2,2,,Huyện Bình Chánh,,Chung cư,,24,"1,1 Tỷ VNĐ",,Căn Hộ liền kề Phú Mỹ Hưng - thanh toán 30% đến,http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/can-ho-lien-ke-phu-my-hung-thanh-toan-30-den-khi-n-7273537
70 m²,2,2,,Quận 8,"30,0 m",Chung cư,Sổ hồng,,"1,82 Tỷ VNĐ",,"Cần Bán Căn Hộ Topaz City, Dt 70m2 Giá 1.82tỷ",http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/can-ban-can-ho-topaz-city-dt-70m2-gia-1-82ty-full-7042768
85 m²,2,3,,Quận 8,"30,0 m",Chung cư,Sổ hồng,10,"2,09 Tỷ VNĐ",,"Căn hộ cao cấp Topaz Elite, DT 85m2 3pn giá 2.",http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/can-ho-cao-cap-topaz-elite-dt-85m2-3pn-gia-2-090ty-7185256
69 m²,2,2,Tây Bắc,Quận Gò Vấp,,Chung cư,Sổ hồng,,"2,346 Tỷ VNĐ",,Căn hộ cao cấp C.T Plaza Nguyên Hồng nằm liền kề,http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/can-ho-cao-cap-c-t-plaza-nguyen-hong-nam-lien-ke-v-7274089
74 m²,2,2,,Quận 8,,Chung cư,Sổ hồng,,"1,836 Tỷ VNĐ",,Đầu tư căn hộ topaz elite quận 8 chênh lệch cực,http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/dau-tu-can-ho-topaz-elite-quan-8-chenh-lech-cuc-th-6998986
63 m²,,2,,Quận 4,,Chung cư,,,50 Triệu VNĐ,,Sở Hửu Ngay Căn Hộ Cao Cấp Charmington Iris Q4 Vị,http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/so-huu-ngay-can-ho-cao-cap-charmington-iris-q4-vi-7275228
49 m²,1,1,Đông Nam,Quận 2,,Chung cư,,0,"2,1 Tỷ VNĐ",,"[Lexington] Cần bán căn hộ 1PN, giá 2.1 tỷ, bao",http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/lexington-can-ban-can-ho-1pn-gia-2-1-ty-bao-gom-no-7203035
90 m²,1,1,,Huyện Nhà Bè,,Chung cư,Sổ hồng,9,"3,42 Tỷ VNĐ",,"Mở bán siêu dự án có 1 0 2 tại Sài Gòn, MT Nguyễn",http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/mo-ban-sieu-du-an-co-1-0-2-tai-sai-gon-mt-nguyen-h-7204955
68 m²,2,2,,Quận 9,,Chung cư,Sổ hồng,17,"1,8 Tỷ VNĐ",,"Căn hộ ngay cầu Rạch Chiếc giá chỉ 1.8 tỷ, nội",http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/can-ho-ngay-cau-rach-chiec-gia-chi-1-8-ty-noi-that-7274736
52 m²,1,1,Nam,Quận 8,"30,0 m",Chung cư,Sổ hồng,17,"1,2 Tỷ VNĐ",,Mua căn hộ chỉ với 450 triêụ. Heaven Riverview,http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/mua-can-ho-chi-voi-450-trieu-heaven-riverview-dang-7274742
86 m²,2,2,Không xác định,Quận Bình Thạnh,"30,0 m",Chung cư,Sổ hồng,12,"4,1 Tỷ VNĐ",,Tôi Cần Sang Gắp Căn Hộ Saigon Pearl,http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/toi-can-sang-gap-can-ho-saigon-pearl-86m2-5581996
60 m²,,4,,Quận Thủ Đức,"10,0 m",Chung cư,Sổ hồng,2,3 Tỷ VNĐ,,Chính chủ bán nhà ngay Linh Đông cạnh chung cư,http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/chinh-chu-ban-nha-ngay-linh-dong-canh-chung-cu-4s-7112662
47 m²,,1,,Quận 10,"6,0 m",Chung cư,,2,"1,6 Tỷ VNĐ",,"Cần bán căn hộ 830 chung cư Sư Vạn Hạnh, P13, Q10",http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/can-ban-can-ho-830-chung-cu-su-van-hanh-p13-q10-lh-7273512
45 m²,2,2,,Quận 8,"15,0 m",Chung cư,,10,"1,2 Tỷ VNĐ",,Felisa Riverside trung tâm Q8 cầu Nguyễn Tri,http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/felisa-riverside-trung-tam-q8-cau-nguyen-tri-phuon-6760426
71 m²,2,2,Đông Nam,Quận 9,,Chung cư,Sổ hồng,14,"1,966 Tỷ VNĐ",,"Him Lam quận 9,liền kề cầu rạch chiếc-Nhận nhà",http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/him-lam-quan-9-lien-ke-cau-rach-chiec-nhan-nha-som-7274964
73 m²,0,2,,Quận Gò Vấp,,Chung cư,Sổ hồng,,"1,3 Tỷ VNĐ",,Bán Rẻ Căn Hộ Khang Gia-gò Vấp- 73m2(sh) P.14-,http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/ban-re-can-ho-khang-gia-go-vap-73m2sh-p-14-qgv-gia-6806684
47 m²,2,2,,Quận 9,,Chung cư,,,700 Triệu VNĐ,,Cần bán căn hộ ngay KDL Suối Tiên. Giá 700,http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/can-ban-can-ho-ngay-kdl-suoi-tien-gia-700-trieu-ca-7193136
67 m²,2,2,,Quận 9,,Chung cư,,,700 Triệu VNĐ,,Chung Cư Mới Xây Giá Tốt 700 Triệu/căn. Chỉ 100,http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/chung-cu-moi-xay-gia-tot-700-trieu-can-chi-100-sua-7178853
67 m²,2,2,,Quận 9,,Chung cư,,,690 Triệu VNĐ,,Chung Cư Rẻ Nhất Sài Gòn Chỉ Với 170 Triệu Đã Sở,http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/chung-cu-re-nhat-sai-gon-chi-voi-170-trieu-da-so-h-7175443
57 m²,2,2,,Quận 9,,Chung cư,,,800 Triệu VNĐ,,Căn hộ 800 triệu full nội thất ngay Suối Tiên -,http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/can-ho-800-trieu-full-noi-that-ngay-suoi-tien-quan-7195437
67 m²,2,2,,Quận 9,,Chung cư,,,700 Triệu VNĐ,,700 triệu/căn 2 PN. Tặng ngay 1 năm phí quản lý -,http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/700-trieu-can-2-pn-tang-ngay-1-nam-phi-quan-ly-so-7191731
67 m²,2,2,,Quận 9,,Chung cư,,,690 Triệu VNĐ,,Hot hot hot!!! 173 triệu sở hữu ngay hộ khẩu,http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/hot-hot-hot-173-trieu-so-huu-ngay-ho-khau-thanh-ph-7175101
67 m²,2,2,,Quận 9,,Chung cư,Có giấy phép xây dựng,,690 Triệu VNĐ,,Cần Căn Hộ Dưới 1 Tỷ??? Click Vào Xem,http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/can-can-ho-duoi-1-ty-click-vao-xem-ngay-7179117
76 m²,2,2,,Quận 2,,Chung cư,Sổ hồng,,"1,9 Tỷ VNĐ",,"Bán căn hộ Hommyland, 2PN, 2WC, full nội thất,",http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/ban-can-ho-hommyland-2pn-2wc-full-noi-that-1ty9-7251960
80 m²,1,2,Tây Nam,Quận Tân Phú,,Chung cư,Sổ hồng,2,980 Triệu VNĐ,,"Chung cư Huỳnh Văn Chính 1, P Phú Trung",http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/chung-cu-huynh-van-chinh-1-p-phu-trung-80m2-6997495
47 m²,1,2,,Quận Thủ Đức,,Chung cư,,,"1,4 Tỷ VNĐ",,"Cần bán căn hộ 2PN, 2WC, 62m2 ở Thủ Đức, liền kề",http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/can-ban-can-ho-2pn-2wc-62m2-o-thu-duc-lien-ke-to-n-7275035
50 m²,1,2,,Huyện Bình Chánh,,Chung cư,,,1 Tỷ VNĐ,,Căn hộ thông minh Sài Gòn Intela - Giá 1 tỷ /2PN,http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/can-ho-thong-minh-sai-gon-intela-gia-1-ty-2pn-6901595
76 m²,2,2,,Quận 6,,Chung cư,,8,"1,7 Tỷ VNĐ",,Tôi Cần Vốn Nên Bán Ra Căn Hộ Cao Cấp Trung Tâm,http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/toi-can-von-nen-ban-ra-can-ho-cao-cap-trung-tam-q6-7274337
52 m²,1,2,,Quận 9,,Chung cư,Sổ hồng,,"1,187 Tỷ VNĐ",,"Bán Căn Hộ Chung Cư Thủ Thiêm Garden Quận 9, Dt",http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/ban-can-ho-chung-cu-thu-thiem-garden-quan-9-dt-52-7032675
70 m²,2,2,,Quận 8,"30,0 m",Chung cư,Sổ hồng,,"1,753 Tỷ VNĐ",,Vì công việc phải chuyển sang nơi khác nên cần,http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/vi-cong-viec-phai-chuyen-sang-noi-khac-nen-can-ban-7068213
55 m²,2,2,,Huyện Bình Chánh,,Chung cư,,27,"1,9 Tỷ VNĐ",,Sở Hữu Căn Hộ Cao Cấp Ngay Mặt Tiền Đường 9a Khu,http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/so-huu-can-ho-cao-cap-ngay-mat-tien-duong-9a-khu-t-5911091
69 m²,2,2,Tây Bắc,Quận 9,"30,0 m",Chung cư,Có giấy phép xây dựng,5,"1,85 Tỷ VNĐ",,Sở hữu ngay căn hộ cao cấp liền kề trung tâm quận,http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/so-huu-ngay-can-ho-cao-cap-lien-ke-trung-tam-quan-7274797
68 m²,2,2,,Quận 6,,Chung cư,Sổ hồng,,"2,176 Tỷ VNĐ",,Chương Trình “One Day One Price” Dự Án Viva,http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/chuong-trinh-one-day-one-price-du-an-viva-riversid-7170442
83 m²,2,3,Không xác định,Quận 6,,Chung cư,Sổ hồng,,"2,324 Tỷ VNĐ",,Hot ! Chương Trình “one Day One Price” Dự Án Viva,http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/hot-chuong-trinh-one-day-one-price-du-an-viva-rive-7170390
110 m²,2,3,Không xác định,Quận 4,,Chung cư,Sổ hồng,22,"3,85 Tỷ VNĐ",,"Căn Hộ Cao Cấp Bến Vân Đồn, Quận 4, Căn 3pn, 2wc,",http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/can-ho-cao-cap-ben-van-don-quan-4-can-3pn-2wc-san-7198148
81 m²,2,2,,Quận 4,,Chung cư,,,"2,8 Tỷ VNĐ",,"Căn Hộ Riva Park Quận 4, Chỉ Tt 30% Dọn Vào Ở",http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/can-ho-riva-park-quan-4-chi-tt-30-don-vao-o-ngay-t-6579464
47 m²,1,2,,Quận Thủ Đức,,Chung cư,,,"1,1 Tỷ VNĐ",,"Chỉ với 330tr, góp 5 - 7 tr/tháng sở hữu căn hộ",http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/chi-voi-330tr-gop-5-7-tr-thang-so-huu-can-ho-sat-d-7274974
66 m²,2,2,Không xác định,Quận Bình Thạnh,"30,0 m",Chung cư,Sổ hồng,25,"1,5 Tỷ VNĐ",,Giá Sock....chỉ 230tr Đã Sở Hữu Căn Hô Cao,http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/gia-sock-chi-230tr-da-so-huu-can-ho-cao-cap-5022088
77 m²,,2,,Quận 7,,Chung cư,,,"2,3 Tỷ VNĐ",,"Cần Bán Gấp Căn Hộ Liền Kề Cảng Nhà Rồng, 2 Mặt",http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/can-ban-gap-can-ho-lien-ke-cang-nha-rong-2-mat-tie-6977312
45 m²,1,2,,Quận Tân Phú,,Chung cư,Sổ hồng,22,591 Triệu VNĐ,,"Căn Hộ Tây Thạnh- Tân Phú, 591tr/căn, 45m2, Sổ",http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/can-ho-tay-thanh-tan-phu-591tr-can-45m2-so-hong-ri-7273834
75 m²,2,2,Đông,Huyện Bình Chánh,"40,0 m",Chung cư,Sổ hồng,2,"2,4 Tỷ VNĐ",,"Saigon Mia Ch 5*, Mt Đường 9a, Giá Gốc",http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/saigon-mia-ch-5-mt-duong-9a-gia-goc-cdt-6146393
45 m²,2,2,,Quận 8,"15,0 m",Chung cư,,10,"1,2 Tỷ VNĐ",,Felisa Riverside trung tâm Q8 cầu Nguyễn Tri,http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/felisa-riverside-trung-tam-q8-cau-nguyen-tri-phuon-6756471
45 m²,2,2,,Quận 8,"15,0 m",Chung cư,,10,"1,2 Tỷ VNĐ",,Felisa Riverside trung tâm Q8 cầu Nguyễn Tri,http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/felisa-riverside-trung-tam-q8-cau-nguyen-tri-phuon-6756441
94 m²,2,3,,Quận 2,,Chung cư,,12,"3,65 Tỷ VNĐ",,"Bán lỗ CHCC Lexington quận 2, 97m2, 3PN, nội thất",http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/ban-lo-chcc-lexington-quan-2-97m2-3pn-noi-that-cao-7010154
73 m²,2,2,,Huyện Nhà Bè,,Chung cư,Sổ hồng,10,"1,85 Tỷ VNĐ",,"Cần bán gấp The Park Residence 2PN, 73m2. Giá 1.",http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/can-ban-gap-the-park-residence-2pn-73m2-gia-1-85-t-7266206
75 m²,2,2,,Quận 2,,Chung cư,,,"2,175 Tỷ VNĐ",,Chung Cư Cao Cấp Homyland Riverside Quận,http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/chung-cu-cao-cap-homyland-riverside-quan-2-7161329
55 m²,,2,,Quận 8,"30,0 m",Chung cư,Có giấy phép xây dựng,9,"1,2 Tỷ VNĐ",,Cho Vay Ngân Hàng 70% Khi Mua Căn Hộ Heaven,http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/cho-vay-ngan-hang-70-khi-mua-can-ho-heaven-rivervi-6389636
74 m²,2,2,,Quận 2,,Chung cư,,,"2,2 Tỷ VNĐ",,"Homyland Riverside Quận 2 giá 1.8 tỷ/căn 2PN, lựa",http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/homyland-riverside-quan-2-gia-1-8-ty-can-2pn-lua-c-7153826
45 m²,1,2,,Quận Tân Phú,"8,0 m",Chung cư,Sổ hồng,,"1,1 Tỷ VNĐ",,"Bán căn hộ 45m2 2 phòng ngủ giá 1,1 tỷ đường Vườn",http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/ban-can-ho-45m2-2-phong-ngu-gia-1-1-ty-duong-vuon-7263536
52 m²,1,1,,Quận 8,,Chung cư,Có giấy phép xây dựng,29,"1,48 Tỷ VNĐ",,"Mua Căn Hộ Tặng SH, Chỉ Thanh Toán 148 triệu,",http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/mua-can-ho-tang-sh-chi-thanh-toan-148-trieu-ngan-h-7055024
60 m²,2,2,Đông Nam,Huyện Nhà Bè,,Chung cư,Sổ hồng,8,"1,55 Tỷ VNĐ",,"Bán Gấp Ch The Park Residence, 2 Phòng Ngủ, Giá:",http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/ban-gap-ch-the-park-residence-2-phong-ngu-gia-1-55-6878793
59 m²,1,1,,Quận 8,"12,0 m",Chung cư,Sổ hồng,10,"1,3 Tỷ VNĐ",,Bán Căn Hộ  Trong Hevean City View Quận 8. Giá 1,http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/ban-can-ho-trong-hevean-city-view-quan-8-gia-1-29-6371896
58 m²,0,2,,Quận 8,"30,0 m",Chung cư,Có giấy phép xây dựng,,"1,25 Tỷ VNĐ",,"Căn Hộ Giá Rẻ An Dương Vương, Q8. Chỉ Từ 1.25 Tỷ/",http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/can-ho-gia-re-an-duong-vuong-q8-chi-tu-1-25-ty-can-6389800
128 m²,2,3,,Huyện Nhà Bè,,Chung cư,Sổ hồng,19,"2,5 Tỷ VNĐ",,"Bán gấp căn hộ Hoàng Anh Gia Lai 3, 3PN, DT 126m2",http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/ban-gap-can-ho-hoang-anh-gia-lai-3-3pn-dt-126m2-fu-6700734
94 m²,2,2,,Huyện Nhà Bè,,Chung cư,Sổ hồng,18,"1,75 Tỷ VNĐ",,"Bán căn hộ Hoàng Anh An Tiến, 94m2, 2 phòng ngủ,",http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/ban-can-ho-hoang-anh-an-tien-94m2-2-phong-ngu-full-6835069
81 m²,2,2,,Quận 4,,Chung cư,Sổ hồng,,3 Tỷ VNĐ,,CH Riva Park Liền Kề Q1 Giá 3tỷ-2pn Ở Ngày+ Ck,http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/ch-riva-park-lien-ke-q1-gia-3ty-2pn-o-ngay-ck-3250-6137348
81 m²,2,2,,Quận 4,"35,5 m",Chung cư,,,"2,7 Tỷ VNĐ",,"Chcc Ở Ngay, Full Nôi Thất CC, Chỉ 2,7ty, CK Đên",http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/chcc-o-ngay-full-noi-that-cc-chi-2-7ty-ck-den-3-lo-6213078
65 m²,2,2,Tây Bắc,Quận Gò Vấp,"6,0 m",Chung cư,Sổ hồng,16,"2,199 Tỷ VNĐ",,"Mở Bán Mới 7 Căn Hộ Gần Sân Bay View Hồ Bơi, Cđt",http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/mo-ban-moi-7-can-ho-gan-san-bay-view-ho-boi-cdt-ct-7262906
63 m²,2,2,,Quận Tân Phú,"16,0 m",Chung cư,Có giấy phép xây dựng,27,"1,7 Tỷ VNĐ",,"Dòng căn hộ Carillon, lợi nhuận dẫn đầu, đầu tư",http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/dong-can-ho-carillon-loi-nhuan-dan-dau-dau-tu-dac-6870564
138 m²,,4,,Quận Thủ Đức,,Chung cư,Sổ hồng,15,"2,5 Tỷ VNĐ",,Bán Penhouse 2 Tầng Quận 7 Kèm Theo Sân Vườn View,http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/ban-penhouse-2-tang-quan-7-kem-theo-san-vuon-view-6244333
81 m²,2,2,,Quận 4,"37,0 m",Chung cư,Sổ hồng,,"2,89 Tỷ VNĐ",,"Căn Hộ Ở Liền Q4, 2pn-81m2, Ban Công, Giá 2,89ty",http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/can-ho-o-lien-q4-2pn-81m2-ban-cong-gia-2-89ty-bao-6206761
60 m²,1,2,,Huyện Nhà Bè,,Chung cư,Sổ hồng,12,"1,55 Tỷ VNĐ",,"Cần bán CH The Park Residence, 2PN 1,55 tỷ bao",http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/can-ban-ch-the-park-residence-2pn-1-55-ty-bao-het-6882431
81 m²,2,2,,Quận 4,,Chung cư,Sổ hồng,,"1,5 Tỷ VNĐ",,"CH Riva Park Q4 Giá 1,5tỷ-2pn , Nhận Nhà Liền,",http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/ch-riva-park-q4-gia-1-5ty-2pn-nhan-nha-lien-full-n-6137727
82 m²,2,2,,Quận 4,"37,0 m",Chung cư,Sổ hồng,,"1,8 Tỷ VNĐ",,"Căn hộ TT Q4 nhận nhà ngay, liền kề ĐH Luật, Q1",http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/can-ho-tt-q4-nhan-nha-ngay-lien-ke-dh-luat-q1-khoa-6373473
50 m²,1,1,,Quận 8,,Chung cư,Sổ hồng,,"1,3 Tỷ VNĐ",,"Sunshine Avenue Q8, sổ hồng vĩnh viễn, chốt căn",http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/sunshine-avenue-q8-so-hong-vinh-vien-chot-can-gia-6992202
81 m²,2,2,,Quận 4,"37,0 m",Chung cư,Sổ hồng,,900 Triệu VNĐ,,"CH 3 mặt view sông, TT 30% ( khoảng 900tr) nhận",http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/ch-3-mat-view-song-tt-30-khoang-900tr-nhan-ngay-nh-6212857
96 m²,2,2,,Huyện Nhà Bè,,Chung cư,Sổ hồng,20,"1,75 Tỷ VNĐ",,"Bán CH Hoàng Anh An Tiến 2 phòng ngủ view hồ bơi,",http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/ban-ch-hoang-anh-an-tien-2-phong-ngu-view-ho-boi-9-6747119
82 m²,2,2,,Quận 4,"37,0 m",Chung cư,Sổ hồng,,"1,8 Tỷ VNĐ",,"Căn Hộ Tt Q4 Nhận Nhà Ngay, Liền Kề Đh Luật, Q1",http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/can-ho-tt-q4-nhan-nha-ngay-lien-ke-dh-luat-q1-khoa-6373499
65 m²,1,2,,Quận Tân Phú,,Chung cư,,25,"1,6 Tỷ VNĐ",,"Trúng vàng, Iphone 8 khi tham quan nhà mẫu, tặng",http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/trung-vang-iphone-8-khi-tham-quan-nha-mau-tang-den-6884407
81 m²,2,2,,Quận 4,,Chung cư,Sổ hồng,,900 Triệu VNĐ,,"Riva Park, thanh toán 30% nhận nhà ngay, tặng gói",http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/riva-park-thanh-toan-30-nhan-nha-ngay-tang-goi-noi-6137554
81 m²,2,2,,Quận 4,,Chung cư,Sổ hồng,,"1,5 Tỷ VNĐ",,Nhận nhà ở ngay - Riva Park Q4 - MT Nguyễn Tất,http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/nhan-nha-o-ngay-riva-park-q4-mt-nguyen-tat-thanh-a-6137636
80 m²,2,2,,Quận 4,,Chung cư,Sổ hồng,,"1,5 Tỷ VNĐ",,"Căn hộ Bến Nhà Rồng, ven sông, quận 4 ở liền giá",http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/can-ho-ben-nha-rong-ven-song-quan-4-o-lien-gia-1-5-6161018
81 m²,2,2,,Quận 4,,Chung cư,,,900 Triệu VNĐ,,"Ch Ở Liền Thanh Toán 30% (900tr) Nhận Nhà Liền,",http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/ch-o-lien-thanh-toan-30-900tr-nhan-nha-lien-full-n-6161055
82 m²,2,2,,Quận 4,"37,0 m",Chung cư,Sổ hồng,,3 Tỷ VNĐ,,Mua Nhà Ở Ngay-nhận Quà Khủng Chỉ Có Tại Đợt Cuối,http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/mua-nha-o-ngay-nhan-qua-khung-chi-co-tai-dot-cuoi-6339009
57 m²,2,2,,Quận 4,,Chung cư,Sổ hồng,16,"2,9 Tỷ VNĐ",,"Căn hộ cao cấp charmington iris, 2pn, 2wc, quận",http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/can-ho-cao-cap-charmington-iris-2pn-2wc-quan-4-7267179
81 m²,2,2,,Quận 4,,Chung cư,Sổ hồng,,"1,5 Tỷ VNĐ",,"Căn Hộ Ngay Khánh Hội Ở Liên 1,5ty-2pn, Full Nội",http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/can-ho-ngay-khanh-hoi-o-lien-1-5ty-2pn-full-noi-th-6137753
81 m²,2,2,,Quận 4,,Chung cư,Sổ hồng,,"1,5 Tỷ VNĐ",,"Căn Hộ Liền Kề Đh Luật Ở Liền Full Nội Thất 1,",http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/can-ho-lien-ke-dh-luat-o-lien-full-noi-that-1-5ty-6151708
81 m²,2,2,,Quận 4,,Chung cư,Sổ hồng,,"2,9 Tỷ VNĐ",,"Chỉ Còn Lại 8 Căn Giá Gốc Cđt CH Riva Park, 81m2,",http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/chi-con-lai-8-can-gia-goc-cdt-ch-riva-park-81m2-2-6371971
81 m²,2,2,,Quận 4,,Chung cư,Sổ hồng,,"1,5 Tỷ VNĐ",,"Căn Hộ Ngay 2 Mặt Tiền Liền Kề Q7, Q1 Giá 1,",http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/can-ho-ngay-2-mat-tien-lien-ke-q7-q1-gia-1-5ty-2pn-6151753
49 m²,2,2,,Quận 8,,Chung cư,,22,"1,1 Tỷ VNĐ",,"Căn Hộ Conic Riverside, Chỉ 1,1 Tỷ/căn, 2 Mặt",http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/can-ho-conic-riverside-chi-1-1-ty-can-2-mat-song-q-7262991
82 m²,2,2,,Quận 4,"37,0 m",Chung cư,Sổ hồng,,"2,9 Tỷ VNĐ",,"Chỉ Cần 2,9 Ty Sở Hữu Ngay Căn Hộ 2pn Quận 4,",http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/chi-can-2-9-ty-so-huu-ngay-can-ho-2pn-quan-4-tang-6255161
82 m²,2,2,,Quận 4,"37,0 m",Chung cư,Sổ hồng,,"1,8 Tỷ VNĐ",,"Căn Hộ Q4 Nhận Nhà Ngay Cách Q1 5 Phút, Tt 60%(1,",http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/can-ho-q4-nhan-nha-ngay-cach-q1-5-phut-tt-601-8ty-6373524
